producto_id,nombre_producto,categoria,mes_pronosticado,horizonte,prediccion_xgboost,prediccion_regresion_lineal,prediccion_baseline,prediccion_final,metodo_usado
717219,"CLONAZEPAM TABLETA 0,5 MG ",CONTROLADOS,2022-08,2,80.29,191.46,135.8,191.46,Regresión Lineal
717248,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 600MG,MEDICAMENTOS,2022-08,2,0.61,0.0,0.22,0.61,XGBoost
717262,OXITOCINA 10UI SOL. INYECTABLE,CONTROLADOS,2022-08,2,0.37,2.75,1.78,1.78,Media móvil
717274,PREGABALINA TABLETA 75MG,MEDICAMENTOS,2022-08,2,145.72,171.95,129.29,145.72,XGBoost
717280,SACUBITRIL/ VALSARTAN 100 MG TABLETA,MEDICAMENTOS,2022-08,2,0.29,0.0,0.02,0.29,XGBoost
717389,VASO DESECHABLE 7 ONZ,DISPOSITIVOS MEDICO,2022-08,2,126.47,50.42,88.67,126.47,XGBoost
717421,NUTRAMIGEN PREMIUM CON LGG 357G LATA,MEDICAMENTOS,2022-08,2,0.16,0.0,0.0,0.0,Media móvil
717432,FLUTICASONA/SALMETEROL SUSPENSIÓN PARA INHALACIÓN 250MCG/25MCG/1PUFF/120PUFF,MEDICAMENTOS,2022-08,2,3.43,0.0,1.22,1.22,Media móvil
717442,BUDESONIDA/FORMOTEROL SUSPENSIÓN PARA INHALACIÓN 320MCG/9MCG/1PUFF/60PUFF,MEDICAMENTOS,2022-08,2,0.1,0.0,0.44,0.44,Media móvil
717450,N-ACETILCISTEINA SOLUCIÓN INYECTABLE 300MG/3ML,MEDICAMENTOS,2022-08,2,3.17,9.68,11.66,9.68,Regresión Lineal
717455,IVABRADINE TABLETA 5MG,MEDICAMENTOS,2022-08,2,0.34,0.0,0.0,0.0,Media móvil
717519,OMEPRAZOL POLVO LIOFILIZADO 40MG,MEDICAMENTOS,2022-08,2,1625.54,1670.04,1746.54,1625.54,XGBoost
717705,DABIGATRAN CÁPSULA 150MG,MEDICAMENTOS,2022-08,2,0.17,0.0,0.22,0.17,XGBoost
717716,TERMOMETRO,DISPOSITIVOS MEDICO,2022-08,2,275.26,273.02,292.33,275.26,XGBoost
717763,LACOSAMIDA TABLETA 100MG,MEDICAMENTOS,2022-08,2,33.64,64.96,99.0,99.0,Media móvil
717813,BOLSA OSTOMIA OP/100MM,DISPOSITIVOS MEDICO,2022-08,2,4.01,1.72,3.81,4.01,XGBoost
717814,BARRERA STOMAHESIVE 100MM ,DISPOSITIVOS MEDICO,2022-08,2,3.72,2.53,5.76,3.72,XGBoost
717825,TENOFOVIR/EMTRICITABINA 300MG/200MG TABLETA,MEDICAMENTOS,2022-08,2,6.52,11.12,11.61,6.52,XGBoost
717838,MECHAS NASALES REF 2248 ,DISPOSITIVOS MEDICO,2022-08,2,0.0,1.25,1.56,1.56,Media móvil
717864,"TAMSULOSINA CÁPSULA DE LIBERACIÓN CONTROLADA 0,4MG",MEDICAMENTOS,2022-08,2,19.32,1.85,12.17,19.32,XGBoost
717923,INSULINA GLULISINA SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-08,2,17.88,26.66,26.12,17.88,XGBoost
718001,ESCITALOPRAN 10MG TABLETA ,MEDICAMENTOS,2022-08,2,67.07,51.46,38.71,67.07,XGBoost
718005,ABACAVIR/LAMIVUDINA TABLETA 600MG/300MG,MEDICAMENTOS,2022-08,2,0.52,0.0,1.78,1.78,Media móvil
718072,ENTEREX POLVO PARA SOLUCIÓN ORAL 110G ALIMENTO PARA USOS NUTRICIONALES ESPECIALE,NUTRICION,2022-08,2,12.67,0.0,1.24,12.67,XGBoost
718218,ELECTRODO PEDIATRICO,MEDICAMENTOS,2022-08,2,282.0,322.97,272.56,272.56,Media móvil
718219,ELECTRODO ADULTO,MEDICAMENTOS,2022-08,2,2233.31,1898.48,2123.87,1898.48,Regresión Lineal
718228,GABAPENTIN 400MG CAPSULA ,MEDICAMENTOS,2022-08,2,0.82,0.0,0.0,0.0,Media móvil
718292,LORAZEPAM TABLETA 1MG,MEDICAMENTOS,2022-08,2,167.43,311.33,304.01,311.33,Regresión Lineal
718376,ATAZANAVIR 300MG CAPSULA,MEDICAMENTOS,2022-08,2,1.97,0.0,0.0,0.0,Media móvil
718747,RIFAXIMINA CÁPSULA 200MG,MEDICAMENTOS,2022-08,2,64.05,21.05,63.16,63.16,Media móvil
718798,SERTRALINA TABLETA 50MG,MEDICAMENTOS,2022-08,2,76.36,54.28,58.68,76.36,XGBoost
718800,MIRTAZAPINA TABLETA 30MG,MEDICAMENTOS,2022-08,2,0.0,0.0,0.67,0.67,Media móvil
718999,INMUNOGLOBULINA HUMANA NORMAL  5G/100ML (50MG/ML) SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,0.41,0.0,0.08,0.41,XGBoost
719016,ACETAMINOFEN/CODEINA TABLETA 325MG/8MG,MEDICAMENTOS,2022-08,2,0.56,0.0,0.2,0.56,XGBoost
719059,METADONA TABLETA 10MG ,CONTROLADOS,2022-08,2,53.58,175.95,165.78,175.95,Regresión Lineal
719158,RIVAROXABAN TABLETA 15MG,MEDICAMENTOS,2022-08,2,0.73,0.0,0.0,0.0,Regresión Lineal
719225,"DUTASTERIDA/TAMSULOSINA CÁPSULA 0,5MG/0,4MG (0,9MG)",MEDICAMENTOS,2022-08,2,15.61,23.92,22.67,22.67,Media móvil
719246,"BISOPROLOL TABLETA 2,5MG",MEDICAMENTOS,2022-08,2,2.15,0.0,0.68,2.15,XGBoost
719247,INSULINA DETERMIR SOL. INYECTABLE 100UI/ML x 3ML (300UI),MEDICAMENTOS,2022-08,2,2.03,4.71,3.34,2.03,XGBoost
719274,MASCARA VENTURY PEDIATRICA,DISPOSITIVOS MEDICO,2022-08,2,1.49,5.64,4.06,4.06,Media móvil
719275,AGUJA P/INSULINA TIPO LAPICERO,DISPOSITIVOS MEDICO,2022-08,2,38.03,80.78,66.78,66.78,Media móvil
719419,INSULINA ASPARTATO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-08,2,3.22,3.18,4.02,3.22,XGBoost
719423,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  ,MEDICAMENTOS,2022-08,2,180.3,796.58,766.95,766.95,Media móvil
719455,S/FOLEY 3V  20FR SILICONA,DISPOSITIVOS MEDICO,2022-08,2,0.11,0.0,0.0,0.0,Regresión Lineal
719533,CAOLIN/PECTINA SUSPENSIÓN ORAL 20G/1G/120ML,MEDICAMENTOS,2022-08,2,0.31,0.0,0.0,0.0,Regresión Lineal
719540,"GLUCERNA SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML)) ALIMENTO LÍQUIDO PARA PR",NUTRICION,2022-08,2,11.61,0.85,4.76,11.61,XGBoost
719561,OXIBUTININA TABLETA 5MG,MEDICAMENTOS,2022-08,2,0.93,0.0,0.0,0.0,Regresión Lineal
719612,CATETER 2L 4FRX5CM 22G PEDIAT. REF- CS12402,DISPOSITIVOS MEDICO,2022-08,2,0.26,0.41,1.0,1.0,Media móvil
719618,BOLSA RECOLECTORA 200CC -SUPLESALUD,DISPOSITIVOS MEDICO,2022-08,2,0.3,0.0,0.0,0.0,Media móvil
719619,"APIXABAN TABLETA 2,5MG",MEDICAMENTOS,2022-08,2,3.81,0.0,2.93,2.93,Media móvil
719669,CANULA FENESTRADA  8 C/BALON ,DISPOSITIVOS MEDICO,2022-08,2,0.11,0.0,0.0,0.0,Media móvil
719743,"FONDAPARINA 7,5MG/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,2022-08,2,0.47,0.0,1.22,1.22,Media móvil
719747,BROMURO DE GLICOPIRRONIO 50 MCG POLVO PARA INHALACION EN CAPSULAS,MEDICAMENTOS,2022-08,2,0.0,3.29,13.33,13.33,Media móvil
719766,LIDOCAINA SOL. INYECTABLE 2% x 10ML,CONTROLADOS,2022-08,2,170.08,193.55,183.9,170.08,XGBoost
719773,ACETAMINOFEN/CODEINA TABLETA 325MG/30MG,MEDICAMENTOS,2022-08,2,0.62,0.0,0.11,0.62,XGBoost
719819,LINEZOLID 600MG SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,69.77,152.44,112.62,152.44,Regresión Lineal
719841,LIDOCAINA/EPINEFRINA SOLUCIÓN INYECTABLE 2%/50ML,MEDICAMENTOS,2022-08,2,0.79,0.0,1.36,0.79,XGBoost
719849,CANULA 7.0 C/B  FENESTRADA TRACOE REF- T 302-07,DISPOSITIVOS MEDICO,2022-08,2,0.06,0.0,0.44,0.44,Media móvil
719877,BARRERA  57 MM REF 411451 CONVEX  SUR-FIT PLUS ,DISPOSITIVOS MEDICO,2022-08,2,3.42,0.0,1.92,3.42,XGBoost
719878,UNNA BOTA,DISPOSITIVOS MEDICO,2022-08,2,0.84,0.0,0.28,0.84,XGBoost
719888,APIXABAN 5 MG TABLETA,MEDICAMENTOS,2022-08,2,1.42,0.0,2.91,2.91,Media móvil
719930,SONDA DE RECAMBIO PARA GASTROSTOMIA  REF-PEG-18-BRT-S,DISPOSITIVOS MEDICO,2022-08,2,0.16,0.0,0.0,0.0,Media móvil
719935,ATORVASTATINA 40 MG TABLETA,MEDICAMENTOS,2022-08,2,946.97,843.65,944.64,946.97,XGBoost
719944,ROMIPLOSTIN POLVO LIOFILIZADO 250MCG (NPLATE),MEDICAMENTOS,2022-08,2,0.16,0.0,0.0,0.0,Media móvil
719945,TELMISARTAN/AMLODIPINO TABLETA 80MG/10MG,MEDICAMENTOS,2022-08,2,0.0,0.0,0.78,0.78,Media móvil
720012,CIRCUITO DE VENTILADOR REF-5513000 ALMA LISA PEDIATRICO,DISPOSITIVOS MEDICO,2022-08,2,7.13,14.99,10.67,7.13,XGBoost
720013,CIRCUITO DE VENTILACION REF-5068850 ALMA LISA NEONATAL - INTERSURGICAL,DISPOSITIVOS MEDICO,2022-08,2,7.17,15.18,10.11,7.17,XGBoost
720068,TEGADERM 1683 IV 6.5X7CM ADVANCED,DISPOSITIVOS MEDICO,2022-08,2,1545.62,1555.27,1629.05,1545.62,XGBoost
720104,PARCHES DE ELECTRODO PARA DESFIBRILADOR,DISPOSITIVOS MEDICO,2022-08,2,0.23,0.0,0.0,0.0,Regresión Lineal
720151,CATETER VENOSO CENTRAL BILUMEN 22G (3FR)X6CM-157064-VYGON,DISPOSITIVOS MEDICO,2022-08,2,0.12,0.0,0.0,0.0,Regresión Lineal
720207,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL,NUTRICION,2022-08,2,97.58,112.61,131.93,97.58,XGBoost
720208,APOSITO ESTERIL DE ALGINATO DE CALCIO CON PLATA ALGISITE,DISPOSITIVOS MEDICO,2022-08,2,0.92,0.0,0.23,0.92,XGBoost
720209,MINOCICLINA 100 MG TAB,MEDICAMENTOS,2022-08,2,0.61,0.0,0.55,0.55,Media móvil
720211,ESOMEPRAZOL 10 MG GRANULOS SOBRE (NEDOX),MEDICAMENTOS,2022-08,2,0.14,0.0,0.04,0.14,XGBoost
720281,FENTANILO 25 MCG/HORA PARCHE,CONTROLADOS,2022-08,2,0.17,0.0,0.04,0.17,XGBoost
730033,"CARBONATO DE CALCIO/VITAMINA D3/ZINC SUSPENSIÓN ORAL 300MG/100UI/7,5MG/5ML (108",MEDICAMENTOS,2022-08,2,0.59,0.0,0.87,0.59,XGBoost
730034,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO ,NUTRICION,2022-08,2,31.96,33.69,37.11,37.11,Media móvil
730035,FRESUBIN DRINK SOLUCIÓN ORAL 2KCAL/1ML (400KCAL/200ML) ALIMENTO LÍQUIDO NUTRICIO,NUTRICION,2022-08,2,167.34,248.41,232.87,167.34,XGBoost
730036,"DIBEN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,2022-08,2,167.68,152.86,182.17,167.68,XGBoost
730037,"DIBEN SOLUCIÓN ORAL 1,05KCAL/1ML (525KCAL/500ML) ALIMENTO LÍQUIDO PARA ADMINISTR",NUTRICION,2022-08,2,71.48,164.63,99.7,71.48,XGBoost
730038,"SURVIMED OPD SOLUCIÓN ORAL 1,33KCAL/1ML (665KCAL/500ML)) ALIMENTO LIQUIDO OLIG",NUTRICION,2022-08,2,18.51,51.65,39.11,39.11,Media móvil
730039,"RECONVAN SOLUCIÓN ORAL 1,0KCAL/1ML (500KCAL/500ML)) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,2022-08,2,66.62,23.95,63.98,66.62,XGBoost
730040,"SUPPORTAN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML)) ALIMENTO LIQUIDO RI",NUTRICION,2022-08,2,126.53,128.49,89.85,126.53,XGBoost
730041,(FRESUBIN HP SOLUCIÓN ORAL 2KCAL/1ML (1000KCAL/500ML)) ALIMENTO LÍQUIDO PARA AD,NUTRICION,2022-08,2,42.91,19.36,58.79,42.91,XGBoost
730053,SISTEMA DRENAJE TORAXICO PEDIATRICO THORAMETRIX X1500-LM INSTRUMENT,DISPOSITIVOS MEDICO,2022-08,2,0.27,0.0,0.44,0.44,Media móvil
730058,EQUIPO BOMBA SIN AGUJA,DISPOSITIVOS MEDICO,2022-08,2,1896.52,1676.06,1883.43,1676.06,Regresión Lineal
730063,SURVIMED OPD SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LIQUIDO OLIGO,NUTRICION,2022-08,2,42.97,36.03,36.93,36.03,Regresión Lineal
730066,EQUIPO DE INFUSION DE LIQUIDOS FOTOSENSIBLES,DISPOSITIVOS MEDICO,2022-08,2,33.54,30.53,35.22,35.22,Media móvil
730082,VECURONIO BROMURO SOLUCIÓN INYECTABLE 4MG,MEDICAMENTOS,2022-08,2,0.0,61.14,24.0,24.0,Media móvil
730083,EQUIPO PERFUSOR 20CC REF C0020C FRESENIUS,DISPOSITIVOS MEDICO,2022-08,2,113.34,77.42,107.77,113.34,XGBoost
730084,DALTEPARINA SODICA 7.500 UI (ANTIFACTOR XA) SOL. INYECTABLE,MEDICAMENTOS,2022-08,2,2.21,0.0,1.33,1.33,Media móvil
730096,HIALURONATO DE SODIO GOTAS OFTALMICAS,MEDICAMENTOS,2022-08,2,0.0,0.0,0.54,0.54,Media móvil
730113,APOSITO URGOSORB SILVER ALGINATO Y PLATA10X20CM-REF 503136-SUPLESA,DISPOSITIVOS MEDICO,2022-08,2,0.25,0.0,0.08,0.25,XGBoost
730116,TEGADERM REF 1682 IV 5X5.7CM AVANCED-NIÑOS,DISPOSITIVOS MEDICO,2022-08,2,140.25,112.77,133.22,140.25,XGBoost
730122,CATETER PICC ALTA PRESION 4.5FR X 50CM REF 01PR45041-HP,DISPOSITIVOS MEDICO,2022-08,2,0.0,0.0,0.78,0.78,Media móvil
730123,CATETER PICC ALTA PRESION 5FR X 50 CM REF 01PR05052,DISPOSITIVOS MEDICO,2022-08,2,3.23,8.45,7.89,7.89,Media móvil
730124,CATETER PICC ALTA PRESION 5.5FR X 50 CM REF PR45052-HP,DISPOSITIVOS MEDICO,2022-08,2,0.0,0.0,0.44,0.44,Media móvil
730125,CATETER PICC BILUMEN INSERCION PERIFERICA 4FR X 50CM REF PR05042,DISPOSITIVOS MEDICO,2022-08,2,0.3,0.0,1.19,1.19,Media móvil
730126,CATETER PICC MONOLUMEN INSERCION PERIFERICA 4FR X 50CM REF 01PR05041 ,DISPOSITIVOS MEDICO,2022-08,2,0.46,0.0,1.33,1.33,Media móvil
730134,CLOROQUINA 150MG TABLETA ,MEDICAMENTOS,2022-08,2,39.65,8.86,14.37,39.65,XGBoost
730136,ISONIAZIDA TABLETA 100MG,MEDICAMENTOS,2022-08,2,0.0,0.86,7.11,7.11,Media móvil
730138,OSELTAMIVIR CAPSULA 75MG,MEDICAMENTOS,2022-08,2,8.65,1.28,5.41,8.65,XGBoost
730139,PIRAZINAMIDA TABLETA 400MG,MEDICAMENTOS,2022-08,2,0.08,0.34,5.78,5.78,Media móvil
730141,PRIMAQUINA TABLETA 15MG,MEDICAMENTOS,2022-08,2,0.27,0.0,0.48,0.27,XGBoost
730143,RIFAMPICINA/ISONIACIDA TABLETA 150/150MG,MEDICAMENTOS,2022-08,2,0.75,0.0,0.0,0.0,Media móvil
730144,RIFAMPICINA/ISONIAZIDA/PIRAZINAMIDA/ETAMBUTOL TABLETA 150/75/400/275MG,MEDICAMENTOS,2022-08,2,289.03,301.64,300.39,289.03,XGBoost
730167,CANISTER 250 ML,DISPOSITIVOS MEDICO,2022-08,2,0.0,2.75,1.78,2.75,Regresión Lineal
730176,FRESUBIN RENAL 2KCAL/ML (400KCAL/200ML) ALIMENTO PARA PROPÓSITOS MÉDICOS ESPECIA,NUTRICION,2022-08,2,0.0,3.64,14.22,14.22,Media móvil
730189,APOSITO PERIFERICO IV3000 7X9CM (TEGADERM PERIFERICO),DISPOSITIVOS MEDICO,2022-08,2,18.16,26.22,47.67,47.67,Media móvil
730194,APOSITO TRANSPARENTE OPSITE 15X20CM REF: 4631 CX10,DISPOSITIVOS MEDICO,2022-08,2,2.47,2.74,2.03,2.47,XGBoost
730200,FIXO ROLL 10 X 10 CINTA ADHESIVA HIPOALERGENICA ,DISPOSITIVOS MEDICO,2022-08,2,0.5,0.0,0.11,0.11,Media móvil
730205,ACETATO DE LEUPROLIDE 45MG SOL. INYECTABLE,MEDICAMENTOS,2022-08,2,0.05,0.0,0.0,0.0,Regresión Lineal
730230,ALIMENTO DE USO ESPECIAL CON HMB ARGININA Y GLUTAMINA SOBRE x 24 GRAMOS,NUTRICION,2022-08,2,117.66,95.47,107.98,95.47,Regresión Lineal
730237,ETAMBUTOL 400 MG TABLETA,MEDICAMENTOS,2022-08,2,0.0,14.03,13.78,13.78,Media móvil
730242,COLISTIMETATO 150 MG - EQUIVALENTE A 150 MG DE COLISTINA BASE,MEDICAMENTOS,2022-08,2,33.15,86.03,84.44,84.44,Media móvil
770020,ONDANSETRON 8MG TABLETA,MEDICAMENTOS,2022-08,2,1.83,0.0,0.0,0.0,Media móvil
770054,"ERITROPOYETINA 30.000UI/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,2022-08,2,0.22,0.0,0.01,0.22,XGBoost
770065,TRETINOINA TABLETA 10MG (ONCOLOGICO),MEDICAMENTOS,2022-08,2,0.0,3.92,9.89,9.89,Media móvil
770066,ELTROMBOPAG 25 MG TAB ORAL,MEDICAMENTOS,2022-08,2,1.85,76.02,31.73,76.02,Regresión Lineal
770074,IMATINIB 400MG TABLETA ,MEDICAMENTOS,2022-08,2,0.2,0.0,0.11,0.11,Media móvil
770075,FILGRASTIM SOLUCIÓN INYECTABLE 300MCG (ONCOLOGICO),MEDICAMENTOS,2022-08,2,11.84,0.26,2.61,11.84,XGBoost
770117,ELTROMBOPAG TABLETA 50MG (ONCOLOGICO),MEDICAMENTOS,2022-08,2,1.14,0.0,1.22,1.14,XGBoost
770143,"RASBURICASA SOLUCIÓN INYECTABLE 1,5MG/1ML (ONCOLOGICO)",MEDICAMENTOS,2022-08,2,0.77,0.0,0.25,0.77,XGBoost
770152,RIOCIGUAT 0.5 MG,MEDICAMENTOS,2022-08,2,0.96,0.0,0.0,0.96,XGBoost
A0000001,ABACAVIR/LAMIVUDINA/ZIDOVUDINA TABLETA 300MG/150MG/300MG,MEDICAMENTOS,2022-08,2,0.15,20.94,24.0,24.0,Media móvil
A0000034,ALPROSTADIL SOLUCIÓN INYECTABLE 20MCG/1ML,MEDICAMENTOS,2022-08,2,0.41,11.07,23.11,23.11,Media móvil
A0000039,AMLODIPINO 10 MG TABLETA ,MEDICAMENTOS,2022-08,2,374.53,445.21,350.79,445.21,Regresión Lineal
A0000051,ATORVASTATINA 20 MG TABLETA,MEDICAMENTOS,2022-08,2,114.12,37.74,55.0,55.0,Media móvil
A001011,ACETAMINOFEN TABLETA 500MG,MEDICAMENTOS,2022-08,2,9277.57,9300.94,9137.09,9300.94,Regresión Lineal
A001201,ACETAMINOFEN SOL. ORAL 100MG/28 GOTAS ,MEDICAMENTOS,2022-08,2,0.24,0.0,0.0,0.0,Regresión Lineal
A001221,"ACETAMINOFEN JARABE 2,5MG/1ML FRASCO x 60ML",MEDICAMENTOS,2022-08,2,0.67,0.28,1.3,0.67,XGBoost
A002011,ACETAZOLAMIDA 250MG TABLETA ,MEDICAMENTOS,2022-08,2,3.76,4.35,18.84,18.84,Media móvil
A002451,BECLOMETASONA 50MCG/ PUFF SOL. PARA INHALACIÓN,MEDICAMENTOS,2022-08,2,31.79,6.52,9.7,31.79,XGBoost
A003011,ACETILSALICILICO ÁCIDO TABLETA 100MG,MEDICAMENTOS,2022-08,2,634.0,509.42,584.1,634.0,XGBoost
A006011,ACICLOVIR TABLETA 200MG,MEDICAMENTOS,2022-08,2,251.55,209.61,165.4,209.61,Regresión Lineal
A006721,ACICLOVIR POLVO LIOFILIZADO 250MG,MEDICAMENTOS,2022-08,2,84.84,51.72,89.52,51.72,Regresión Lineal
A008011,ALBENDAZOL TABLETA 200 MG,MEDICAMENTOS,2022-08,2,55.5,53.98,71.22,71.22,Media móvil
A008231,ALBENDAZOL 100MG/20ML SOLUCION ORAL x 20 ML,MEDICAMENTOS,2022-08,2,0.24,0.0,0.0,0.0,Media móvil
A009701,ALBUMINA HUMANA SOL. INYECTABLE 20% x 50 ML ,MEDICAMENTOS,2022-08,2,177.69,85.5,122.0,122.0,Media móvil
A013011,ALOPURINOL TABLETA 100MG,MEDICAMENTOS,2022-08,2,5.83,0.0,3.22,5.83,XGBoost
A013012,ALOPURINOL TABLETA 300MG,MEDICAMENTOS,2022-08,2,40.71,48.12,56.44,56.44,Media móvil
A017231,ALUMINIO HIDROXIDO SUSPENSIÓN ORAL 6G/100ML ,MEDICAMENTOS,2022-08,2,6.07,6.37,8.78,6.37,Regresión Lineal
A018232,"ALUMINIO HIDROXIDO/MAGNESIO/SIMETICONA SUSPENSIÓN ORAL 4%/4%/0,4%",MEDICAMENTOS,2022-08,2,1.99,0.0,0.91,1.99,XGBoost
A019101,AMANTADINA 100MG CAPSULA ,MEDICAMENTOS,2022-08,2,8.12,0.0,1.01,8.12,XGBoost
A020701,AMIKACINA 100MG/2ML SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,1.23,4.84,16.78,16.78,Media móvil
A020702,AMIKACINA 500MG/2ML SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,38.21,26.52,37.8,38.21,XGBoost
A022701,AMINOFILINA 240MG/10ML SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,0.24,0.0,0.0,0.0,Media móvil
A023011,AMIODARONA TABLETA 200MG,MEDICAMENTOS,2022-08,2,131.29,126.39,162.21,126.39,Regresión Lineal
A023721,AMIODARONA 150MG/3ML SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,99.34,112.43,114.22,114.22,Media móvil
A024011,AMITRIPTILINA 25MG TABLETA ,MEDICAMENTOS,2022-08,2,33.32,55.39,42.0,42.0,Media móvil
A025142,AMOXICILINA 500MG CAPSULA ,MEDICAMENTOS,2022-08,2,3.27,6.63,23.89,23.89,Media móvil
A026721,AMPICILINA 500MG POLVO LIOFILIZADO ,MEDICAMENTOS,2022-08,2,239.49,640.27,339.22,239.49,XGBoost
A026722,AMPICILINA 1 G POLVO LIOFILIZADO ,MEDICAMENTOS,2022-08,2,98.82,42.93,63.58,98.82,XGBoost
A027142,AMPICILINA TABLETA 500MG,MEDICAMENTOS,2022-08,2,0.81,0.0,0.24,0.81,XGBoost
A033701,ATROPINA 1MG/1ML SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,5.8,10.16,12.89,12.89,Media móvil
A034011,AZATIOPRINA 50MG TABLETA,MEDICAMENTOS,2022-08,2,79.1,66.3,32.8,79.1,XGBoost
A035722,AZTREONAM 1G POLVO LIOFILIZADO,MEDICAMENTOS,2022-08,2,108.59,87.35,77.22,77.22,Media móvil
A036701,AZUL DE METILENO SOLUCIÓN INYECTABLE 10MG/1ML,MEDICAMENTOS,2022-08,2,2.0,5.09,3.33,3.33,Media móvil
A037011,AMLODIPINO 5 MG TABLETA ,MEDICAMENTOS,2022-08,2,182.06,130.33,179.8,182.06,XGBoost
A037101,ABACAVIR TABLETA 300MG,MEDICAMENTOS,2022-08,2,0.63,0.0,0.0,0.0,Media móvil
B00000010,BECLOMETASONA NASAL 50 MCG/PUFF,MEDICAMENTOS,2022-08,2,1.24,0.0,1.38,1.24,XGBoost
B004311,"BETAMETASONA CREMA TÓPICA 0,05%",MEDICAMENTOS,2022-08,2,2.96,0.17,2.59,2.96,XGBoost
B004332,"BETAMETASONA UNGÜENTO TÓPICO 0,05% x 40G",MEDICAMENTOS,2022-08,2,0.74,0.39,3.11,3.11,Media móvil
B005701,BETAMETASONA 4MG/1ML SOL. INYECTABLE,MEDICAMENTOS,2022-08,2,30.28,47.06,32.89,32.89,Media móvil
B008011,BIPERIDENO 2MG TABLETA,MEDICAMENTOS,2022-08,2,5.83,7.29,18.22,18.22,Media móvil
B010021,BISACODILO 5MG TABLETA,MEDICAMENTOS,2022-08,2,426.82,379.8,423.05,379.8,Regresión Lineal
B012011,"BROMOCRIPTINA 2,5MG TABLETA",MEDICAMENTOS,2022-08,2,1.94,2.16,3.56,1.94,XGBoost
BISAPRO,BISOPROLOL TABLETA 10MG,MEDICAMENTOS,2022-08,2,1.27,0.0,0.35,1.27,XGBoost
C0000005,CARVEDILOL TABLETA 25MG,MEDICAMENTOS,2022-08,2,2.79,0.0,0.65,2.79,XGBoost
C0000008,CASPOFUNGINA 70MG POLVO LIOFILIZADO ,MEDICAMENTOS,2022-08,2,3.11,12.0,9.91,9.91,Media móvil
C0000019,CETIRIZINA 10MG TABLETA ,MEDICAMENTOS,2022-08,2,0.24,0.0,3.11,3.11,Media móvil
C0000028,CLARITROMICINA TABLETA 500MG,MEDICAMENTOS,2022-08,2,136.44,99.99,161.05,136.44,XGBoost
C0000030,CLINDAMICINA CÁPSULA 300MG,MEDICAMENTOS,2022-08,2,2.36,0.0,0.58,2.36,XGBoost
C0000035,CLOPIDOGREL TABLETA 75MG,MEDICAMENTOS,2022-08,2,205.22,163.35,196.59,163.35,Regresión Lineal
C0000047,"CARVEDILOL TABLETA 12,5MG",MEDICAMENTOS,2022-08,2,88.36,49.28,77.01,49.28,Regresión Lineal
C001011,CALCIO CARBONATO 600MG TABLETA ,MEDICAMENTOS,2022-08,2,173.55,110.61,164.74,173.55,XGBoost
C002701,CALCIO GLUCONATO SOL. INYECTABLE 10%/10ML,MEDICAMENTOS,2022-08,2,200.67,294.14,314.05,200.67,XGBoost
C003101,"CALCITRIOL 0,25MCG CÁPSULA ",MEDICAMENTOS,2022-08,2,31.9,68.78,52.0,31.9,XGBoost
C003102,"CALCITRIOL 0,50MCG CÁPSULA ",MEDICAMENTOS,2022-08,2,69.49,28.33,78.0,69.49,XGBoost
C004011,CAPTOPRIL 25MG TABLETA ,MEDICAMENTOS,2022-08,2,0.38,45.19,24.33,24.33,Media móvil
C004012,CAPTOPRIL 50MG TABLETA ,MEDICAMENTOS,2022-08,2,0.21,0.0,3.11,3.11,Media móvil
C005011,CARBAMAZEPINA 200MG TABLETA ,MEDICAMENTOS,2022-08,2,149.98,111.6,141.02,149.98,XGBoost
C008142,CEFALEXINA 500MG CAPSULA ,MEDICAMENTOS,2022-08,2,10.94,69.72,35.11,35.11,Media móvil
C008232,CEFALEXINA 250MG/5ML POLVO PARA SOLUCION ORAL,MEDICAMENTOS,2022-08,2,0.78,0.0,0.27,0.78,XGBoost
