producto_id,nombre_producto,categoria,mes_pronosticado,horizonte,prediccion_xgboost,prediccion_baseline,prediccion_final,metodo_usado
717814,BARRERA STOMAHESIVE 100MM ,DISPOSITIVOS MEDICO,2022-08,2,3.39,6.11,6.11,Media móvil
717814,BARRERA STOMAHESIVE 100MM ,DISPOSITIVOS MEDICO,2022-09,3,3.28,6.81,6.81,Media móvil
717825,TENOFOVIR/EMTRICITABINA 300MG/200MG TABLETA,MEDICAMENTOS,2022-07,1,7.83,10.33,7.83,XGBoost
717825,TENOFOVIR/EMTRICITABINA 300MG/200MG TABLETA,MEDICAMENTOS,2022-08,2,6.52,11.61,6.52,XGBoost
717825,TENOFOVIR/EMTRICITABINA 300MG/200MG TABLETA,MEDICAMENTOS,2022-09,3,3.62,9.78,9.78,Media móvil
717838,MECHAS NASALES REF 2248 ,DISPOSITIVOS MEDICO,2022-07,1,0.05,1.67,1.67,Media móvil
717838,MECHAS NASALES REF 2248 ,DISPOSITIVOS MEDICO,2022-08,2,0.0,1.56,1.56,Media móvil
717838,MECHAS NASALES REF 2248 ,DISPOSITIVOS MEDICO,2022-09,3,0.32,1.07,1.07,Media móvil
717864,"TAMSULOSINA CÁPSULA DE LIBERACIÓN CONTROLADA 0,4MG",MEDICAMENTOS,2022-07,1,23.52,12.33,12.33,Media móvil
717864,"TAMSULOSINA CÁPSULA DE LIBERACIÓN CONTROLADA 0,4MG",MEDICAMENTOS,2022-08,2,18.74,8.44,8.44,Media móvil
717864,"TAMSULOSINA CÁPSULA DE LIBERACIÓN CONTROLADA 0,4MG",MEDICAMENTOS,2022-09,3,29.87,10.93,10.93,Media móvil
717923,INSULINA GLULISINA SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-07,1,16.37,26.33,26.33,Media móvil
717923,INSULINA GLULISINA SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-08,2,19.43,29.44,29.44,Media móvil
717923,INSULINA GLULISINA SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-09,3,20.19,30.59,30.59,Media móvil
718001,ESCITALOPRAN 10MG TABLETA ,MEDICAMENTOS,2022-07,1,45.14,34.0,34.0,Media móvil
718001,ESCITALOPRAN 10MG TABLETA ,MEDICAMENTOS,2022-08,2,79.69,35.0,35.0,Media móvil
718001,ESCITALOPRAN 10MG TABLETA ,MEDICAMENTOS,2022-09,3,59.58,29.67,29.67,Media móvil
718005,ABACAVIR/LAMIVUDINA TABLETA 600MG/300MG,MEDICAMENTOS,2022-07,1,0.57,1.33,1.33,Media móvil
718005,ABACAVIR/LAMIVUDINA TABLETA 600MG/300MG,MEDICAMENTOS,2022-08,2,0.52,1.78,1.78,Media móvil
718005,ABACAVIR/LAMIVUDINA TABLETA 600MG/300MG,MEDICAMENTOS,2022-09,3,0.45,2.04,2.04,Media móvil
718072,ENTEREX POLVO PARA SOLUCIÓN ORAL 110G ALIMENTO PARA USOS NUTRICIONALES ESPECIALE,NUTRICION,2022-07,1,3.72,0.0,3.72,XGBoost
718072,ENTEREX POLVO PARA SOLUCIÓN ORAL 110G ALIMENTO PARA USOS NUTRICIONALES ESPECIALE,NUTRICION,2022-08,2,12.67,1.24,12.67,XGBoost
718072,ENTEREX POLVO PARA SOLUCIÓN ORAL 110G ALIMENTO PARA USOS NUTRICIONALES ESPECIALE,NUTRICION,2022-09,3,4.98,5.46,4.98,XGBoost
718218,ELECTRODO PEDIATRICO,MEDICAMENTOS,2022-07,1,266.57,259.67,266.57,XGBoost
718218,ELECTRODO PEDIATRICO,MEDICAMENTOS,2022-08,2,285.32,274.86,285.32,XGBoost
718218,ELECTRODO PEDIATRICO,MEDICAMENTOS,2022-09,3,264.39,262.96,264.39,XGBoost
718219,ELECTRODO ADULTO,MEDICAMENTOS,2022-07,1,2204.92,2130.67,2204.92,XGBoost
718219,ELECTRODO ADULTO,MEDICAMENTOS,2022-08,2,2221.27,2065.64,2221.27,XGBoost
718219,ELECTRODO ADULTO,MEDICAMENTOS,2022-09,3,2222.63,2170.73,2222.63,XGBoost
718228,GABAPENTIN 400MG CAPSULA ,MEDICAMENTOS,2022-07,1,0.88,0.0,0.88,XGBoost
718228,GABAPENTIN 400MG CAPSULA ,MEDICAMENTOS,2022-08,2,0.82,0.29,0.82,XGBoost
718228,GABAPENTIN 400MG CAPSULA ,MEDICAMENTOS,2022-09,3,0.79,0.57,0.79,XGBoost
718292,LORAZEPAM TABLETA 1MG,MEDICAMENTOS,2022-07,1,188.64,280.33,188.64,XGBoost
718292,LORAZEPAM TABLETA 1MG,MEDICAMENTOS,2022-08,2,159.73,317.88,159.73,XGBoost
718292,LORAZEPAM TABLETA 1MG,MEDICAMENTOS,2022-09,3,122.95,286.12,286.12,Media móvil
718376,ATAZANAVIR 300MG CAPSULA,MEDICAMENTOS,2022-07,1,2.18,0.0,2.18,XGBoost
718376,ATAZANAVIR 300MG CAPSULA,MEDICAMENTOS,2022-08,2,3.14,0.73,3.14,XGBoost
718376,ATAZANAVIR 300MG CAPSULA,MEDICAMENTOS,2022-09,3,2.48,1.77,2.48,XGBoost
718747,RIFAXIMINA CÁPSULA 200MG,MEDICAMENTOS,2022-07,1,20.31,57.67,57.67,Media móvil
718747,RIFAXIMINA CÁPSULA 200MG,MEDICAMENTOS,2022-08,2,31.21,34.56,34.56,Media móvil
718747,RIFAXIMINA CÁPSULA 200MG,MEDICAMENTOS,2022-09,3,50.55,46.07,46.07,Media móvil
718798,SERTRALINA TABLETA 50MG,MEDICAMENTOS,2022-07,1,75.05,81.0,75.05,XGBoost
718798,SERTRALINA TABLETA 50MG,MEDICAMENTOS,2022-08,2,76.36,58.68,76.36,XGBoost
718798,SERTRALINA TABLETA 50MG,MEDICAMENTOS,2022-09,3,76.45,65.47,76.45,XGBoost
718800,MIRTAZAPINA TABLETA 30MG,MEDICAMENTOS,2022-07,1,0.0,2.0,2.0,Media móvil
718800,MIRTAZAPINA TABLETA 30MG,MEDICAMENTOS,2022-08,2,0.0,0.67,0.67,Media móvil
718800,MIRTAZAPINA TABLETA 30MG,MEDICAMENTOS,2022-09,3,0.0,0.89,0.89,Media móvil
718999,INMUNOGLOBULINA HUMANA NORMAL  5G/100ML (50MG/ML) SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,0.23,0.0,0.23,XGBoost
718999,INMUNOGLOBULINA HUMANA NORMAL  5G/100ML (50MG/ML) SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,0.41,0.08,0.41,XGBoost
718999,INMUNOGLOBULINA HUMANA NORMAL  5G/100ML (50MG/ML) SOL. INYECTABLE ,MEDICAMENTOS,2022-09,3,0.43,0.21,0.43,XGBoost
719016,ACETAMINOFEN/CODEINA TABLETA 325MG/8MG,MEDICAMENTOS,2022-07,1,0.6,0.0,0.6,XGBoost
719016,ACETAMINOFEN/CODEINA TABLETA 325MG/8MG,MEDICAMENTOS,2022-08,2,0.56,0.2,0.56,XGBoost
719016,ACETAMINOFEN/CODEINA TABLETA 325MG/8MG,MEDICAMENTOS,2022-09,3,0.61,0.39,0.61,XGBoost
719059,METADONA TABLETA 10MG ,CONTROLADOS,2022-07,1,140.29,126.33,126.33,Media móvil
719059,METADONA TABLETA 10MG ,CONTROLADOS,2022-08,2,53.58,165.78,165.78,Media móvil
719059,METADONA TABLETA 10MG ,CONTROLADOS,2022-09,3,45.15,165.04,165.04,Media móvil
719158,RIVAROXABAN TABLETA 15MG,MEDICAMENTOS,2022-07,1,0.47,0.0,0.47,XGBoost
719158,RIVAROXABAN TABLETA 15MG,MEDICAMENTOS,2022-08,2,0.73,0.16,0.73,XGBoost
719158,RIVAROXABAN TABLETA 15MG,MEDICAMENTOS,2022-09,3,0.52,0.4,0.52,XGBoost
719225,"DUTASTERIDA/TAMSULOSINA CÁPSULA 0,5MG/0,4MG (0,9MG)",MEDICAMENTOS,2022-07,1,10.06,17.0,17.0,Media móvil
719225,"DUTASTERIDA/TAMSULOSINA CÁPSULA 0,5MG/0,4MG (0,9MG)",MEDICAMENTOS,2022-08,2,15.61,22.67,22.67,Media móvil
719225,"DUTASTERIDA/TAMSULOSINA CÁPSULA 0,5MG/0,4MG (0,9MG)",MEDICAMENTOS,2022-09,3,17.04,21.89,21.89,Media móvil
719246,"BISOPROLOL TABLETA 2,5MG",MEDICAMENTOS,2022-07,1,2.03,2.0,2.03,XGBoost
719246,"BISOPROLOL TABLETA 2,5MG",MEDICAMENTOS,2022-08,2,2.15,0.68,2.15,XGBoost
719246,"BISOPROLOL TABLETA 2,5MG",MEDICAMENTOS,2022-09,3,2.36,1.39,2.36,XGBoost
719247,INSULINA DETERMIR SOL. INYECTABLE 100UI/ML x 3ML (300UI),MEDICAMENTOS,2022-07,1,2.01,3.0,3.0,Media móvil
719247,INSULINA DETERMIR SOL. INYECTABLE 100UI/ML x 3ML (300UI),MEDICAMENTOS,2022-08,2,1.97,3.67,3.67,Media móvil
719247,INSULINA DETERMIR SOL. INYECTABLE 100UI/ML x 3ML (300UI),MEDICAMENTOS,2022-09,3,2.2,2.89,2.89,Media móvil
719274,MASCARA VENTURY PEDIATRICA,DISPOSITIVOS MEDICO,2022-07,1,2.18,3.33,3.33,Media móvil
719274,MASCARA VENTURY PEDIATRICA,DISPOSITIVOS MEDICO,2022-08,2,1.41,4.44,4.44,Media móvil
719274,MASCARA VENTURY PEDIATRICA,DISPOSITIVOS MEDICO,2022-09,3,1.73,3.59,3.59,Media móvil
719275,AGUJA P/INSULINA TIPO LAPICERO,DISPOSITIVOS MEDICO,2022-07,1,32.42,65.33,65.33,Media móvil
719275,AGUJA P/INSULINA TIPO LAPICERO,DISPOSITIVOS MEDICO,2022-08,2,38.03,66.78,66.78,Media móvil
719275,AGUJA P/INSULINA TIPO LAPICERO,DISPOSITIVOS MEDICO,2022-09,3,37.21,62.04,62.04,Media móvil
719419,INSULINA ASPARTATO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-07,1,3.06,4.0,4.0,Media móvil
719419,INSULINA ASPARTATO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-08,2,3.21,4.33,4.33,Media móvil
719419,INSULINA ASPARTATO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-09,3,3.19,4.11,4.11,Media móvil
719423,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  ,MEDICAMENTOS,2022-07,1,532.84,589.33,532.84,XGBoost
719423,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  ,MEDICAMENTOS,2022-08,2,180.3,766.95,766.95,Media móvil
719423,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  ,MEDICAMENTOS,2022-09,3,155.65,785.26,785.26,Media móvil
719455,S/FOLEY 3V  20FR SILICONA,DISPOSITIVOS MEDICO,2022-07,1,0.03,0.0,0.03,XGBoost
719455,S/FOLEY 3V  20FR SILICONA,DISPOSITIVOS MEDICO,2022-08,2,0.11,0.01,0.11,XGBoost
719455,S/FOLEY 3V  20FR SILICONA,DISPOSITIVOS MEDICO,2022-09,3,0.11,0.04,0.11,XGBoost
719533,CAOLIN/PECTINA SUSPENSIÓN ORAL 20G/1G/120ML,MEDICAMENTOS,2022-07,1,0.24,0.0,0.24,XGBoost
719533,CAOLIN/PECTINA SUSPENSIÓN ORAL 20G/1G/120ML,MEDICAMENTOS,2022-08,2,0.31,0.08,0.31,XGBoost
719533,CAOLIN/PECTINA SUSPENSIÓN ORAL 20G/1G/120ML,MEDICAMENTOS,2022-09,3,0.31,0.19,0.31,XGBoost
719540,"GLUCERNA SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML)) ALIMENTO LÍQUIDO PARA PR",NUTRICION,2022-07,1,6.29,8.33,8.33,Media móvil
719540,"GLUCERNA SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML)) ALIMENTO LÍQUIDO PARA PR",NUTRICION,2022-08,2,10.77,5.44,5.44,Media móvil
719540,"GLUCERNA SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML)) ALIMENTO LÍQUIDO PARA PR",NUTRICION,2022-09,3,9.12,6.26,6.26,Media móvil
719561,OXIBUTININA TABLETA 5MG,MEDICAMENTOS,2022-07,1,0.88,0.0,0.88,XGBoost
719561,OXIBUTININA TABLETA 5MG,MEDICAMENTOS,2022-08,2,0.93,0.29,0.93,XGBoost
719561,OXIBUTININA TABLETA 5MG,MEDICAMENTOS,2022-09,3,0.99,0.6,0.99,XGBoost
719612,CATETER 2L 4FRX5CM 22G PEDIAT. REF- CS12402,DISPOSITIVOS MEDICO,2022-07,1,0.14,1.0,1.0,Media móvil
719612,CATETER 2L 4FRX5CM 22G PEDIAT. REF- CS12402,DISPOSITIVOS MEDICO,2022-08,2,0.26,1.0,1.0,Media móvil
719612,CATETER 2L 4FRX5CM 22G PEDIAT. REF- CS12402,DISPOSITIVOS MEDICO,2022-09,3,0.19,0.67,0.67,Media móvil
719618,BOLSA RECOLECTORA 200CC -SUPLESALUD,DISPOSITIVOS MEDICO,2022-07,1,0.29,0.0,0.29,XGBoost
719618,BOLSA RECOLECTORA 200CC -SUPLESALUD,DISPOSITIVOS MEDICO,2022-08,2,0.3,0.1,0.3,XGBoost
719618,BOLSA RECOLECTORA 200CC -SUPLESALUD,DISPOSITIVOS MEDICO,2022-09,3,0.3,0.19,0.3,XGBoost
719619,"APIXABAN TABLETA 2,5MG",MEDICAMENTOS,2022-07,1,2.09,3.0,2.09,XGBoost
719619,"APIXABAN TABLETA 2,5MG",MEDICAMENTOS,2022-08,2,4.31,0.7,4.31,XGBoost
719619,"APIXABAN TABLETA 2,5MG",MEDICAMENTOS,2022-09,3,3.74,2.13,3.74,XGBoost
719669,CANULA FENESTRADA  8 C/BALON ,DISPOSITIVOS MEDICO,2022-07,1,0.09,0.0,0.09,XGBoost
719669,CANULA FENESTRADA  8 C/BALON ,DISPOSITIVOS MEDICO,2022-08,2,0.11,0.03,0.11,XGBoost
719669,CANULA FENESTRADA  8 C/BALON ,DISPOSITIVOS MEDICO,2022-09,3,0.11,0.07,0.11,XGBoost
719743,"FONDAPARINA 7,5MG/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,2022-07,1,0.67,1.0,0.67,XGBoost
719743,"FONDAPARINA 7,5MG/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,2022-08,2,0.47,1.22,1.22,Media móvil
719743,"FONDAPARINA 7,5MG/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,2022-09,3,0.58,1.63,1.63,Media móvil
719747,BROMURO DE GLICOPIRRONIO 50 MCG POLVO PARA INHALACION EN CAPSULAS,MEDICAMENTOS,2022-07,1,0.61,10.0,10.0,Media móvil
719747,BROMURO DE GLICOPIRRONIO 50 MCG POLVO PARA INHALACION EN CAPSULAS,MEDICAMENTOS,2022-08,2,0.0,13.33,13.33,Media móvil
719747,BROMURO DE GLICOPIRRONIO 50 MCG POLVO PARA INHALACION EN CAPSULAS,MEDICAMENTOS,2022-09,3,0.0,17.78,17.78,Media móvil
719766,LIDOCAINA SOL. INYECTABLE 2% x 10ML,CONTROLADOS,2022-07,1,178.71,177.67,178.71,XGBoost
719766,LIDOCAINA SOL. INYECTABLE 2% x 10ML,CONTROLADOS,2022-08,2,170.08,183.9,170.08,XGBoost
719766,LIDOCAINA SOL. INYECTABLE 2% x 10ML,CONTROLADOS,2022-09,3,139.9,174.6,139.9,XGBoost
719773,ACETAMINOFEN/CODEINA TABLETA 325MG/30MG,MEDICAMENTOS,2022-07,1,0.33,0.0,0.33,XGBoost
719773,ACETAMINOFEN/CODEINA TABLETA 325MG/30MG,MEDICAMENTOS,2022-08,2,0.62,0.11,0.62,XGBoost
719773,ACETAMINOFEN/CODEINA TABLETA 325MG/30MG,MEDICAMENTOS,2022-09,3,1.25,0.32,1.25,XGBoost
719819,LINEZOLID 600MG SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,101.29,108.0,108.0,Media móvil
719819,LINEZOLID 600MG SOL. INYECTABLE ,MEDICAMENTOS,2022-08,2,85.9,129.67,129.67,Media móvil
719819,LINEZOLID 600MG SOL. INYECTABLE ,MEDICAMENTOS,2022-09,3,93.94,125.89,125.89,Media móvil
719841,LIDOCAINA/EPINEFRINA SOLUCIÓN INYECTABLE 2%/50ML,MEDICAMENTOS,2022-07,1,1.08,1.0,1.08,XGBoost
719841,LIDOCAINA/EPINEFRINA SOLUCIÓN INYECTABLE 2%/50ML,MEDICAMENTOS,2022-08,2,0.79,1.36,0.79,XGBoost
719841,LIDOCAINA/EPINEFRINA SOLUCIÓN INYECTABLE 2%/50ML,MEDICAMENTOS,2022-09,3,0.56,1.62,1.62,Media móvil
719849,CANULA 7.0 C/B  FENESTRADA TRACOE REF- T 302-07,DISPOSITIVOS MEDICO,2022-07,1,0.07,0.33,0.33,Media móvil
719849,CANULA 7.0 C/B  FENESTRADA TRACOE REF- T 302-07,DISPOSITIVOS MEDICO,2022-08,2,0.06,0.44,0.44,Media móvil
719849,CANULA 7.0 C/B  FENESTRADA TRACOE REF- T 302-07,DISPOSITIVOS MEDICO,2022-09,3,0.05,0.59,0.59,Media móvil
719877,BARRERA  57 MM REF 411451 CONVEX  SUR-FIT PLUS ,DISPOSITIVOS MEDICO,2022-07,1,2.76,2.67,2.76,XGBoost
719877,BARRERA  57 MM REF 411451 CONVEX  SUR-FIT PLUS ,DISPOSITIVOS MEDICO,2022-08,2,3.42,1.92,3.42,XGBoost
719877,BARRERA  57 MM REF 411451 CONVEX  SUR-FIT PLUS ,DISPOSITIVOS MEDICO,2022-09,3,2.62,3.06,2.62,XGBoost
719878,UNNA BOTA,DISPOSITIVOS MEDICO,2022-07,1,0.83,0.0,0.83,XGBoost
719878,UNNA BOTA,DISPOSITIVOS MEDICO,2022-08,2,0.84,0.28,0.84,XGBoost
719878,UNNA BOTA,DISPOSITIVOS MEDICO,2022-09,3,0.79,0.56,0.79,XGBoost
719888,APIXABAN 5 MG TABLETA,MEDICAMENTOS,2022-07,1,1.08,3.0,3.0,Media móvil
719888,APIXABAN 5 MG TABLETA,MEDICAMENTOS,2022-08,2,1.57,1.0,1.57,XGBoost
719888,APIXABAN 5 MG TABLETA,MEDICAMENTOS,2022-09,3,1.32,1.52,1.32,XGBoost
719930,SONDA DE RECAMBIO PARA GASTROSTOMIA  REF-PEG-18-BRT-S,DISPOSITIVOS MEDICO,2022-07,1,0.12,0.0,0.12,XGBoost
719930,SONDA DE RECAMBIO PARA GASTROSTOMIA  REF-PEG-18-BRT-S,DISPOSITIVOS MEDICO,2022-08,2,0.16,0.04,0.16,XGBoost
719930,SONDA DE RECAMBIO PARA GASTROSTOMIA  REF-PEG-18-BRT-S,DISPOSITIVOS MEDICO,2022-09,3,0.16,0.09,0.16,XGBoost
719935,ATORVASTATINA 40 MG TABLETA,MEDICAMENTOS,2022-07,1,976.91,909.0,976.91,XGBoost
719935,ATORVASTATINA 40 MG TABLETA,MEDICAMENTOS,2022-08,2,946.97,944.64,946.97,XGBoost
719935,ATORVASTATINA 40 MG TABLETA,MEDICAMENTOS,2022-09,3,934.81,975.29,934.81,XGBoost
719944,ROMIPLOSTIN POLVO LIOFILIZADO 250MCG (NPLATE),MEDICAMENTOS,2022-07,1,0.12,0.0,0.12,XGBoost
719944,ROMIPLOSTIN POLVO LIOFILIZADO 250MCG (NPLATE),MEDICAMENTOS,2022-08,2,0.16,0.04,0.16,XGBoost
719944,ROMIPLOSTIN POLVO LIOFILIZADO 250MCG (NPLATE),MEDICAMENTOS,2022-09,3,0.16,0.09,0.16,XGBoost
719945,TELMISARTAN/AMLODIPINO TABLETA 80MG/10MG,MEDICAMENTOS,2022-07,1,0.0,2.33,2.33,Media móvil
719945,TELMISARTAN/AMLODIPINO TABLETA 80MG/10MG,MEDICAMENTOS,2022-08,2,0.0,0.78,0.78,Media móvil
719945,TELMISARTAN/AMLODIPINO TABLETA 80MG/10MG,MEDICAMENTOS,2022-09,3,0.0,1.04,1.04,Media móvil
720012,CIRCUITO DE VENTILADOR REF-5513000 ALMA LISA PEDIATRICO,DISPOSITIVOS MEDICO,2022-07,1,3.27,8.0,8.0,Media móvil
720012,CIRCUITO DE VENTILADOR REF-5513000 ALMA LISA PEDIATRICO,DISPOSITIVOS MEDICO,2022-08,2,7.13,10.67,10.67,Media móvil
720012,CIRCUITO DE VENTILADOR REF-5513000 ALMA LISA PEDIATRICO,DISPOSITIVOS MEDICO,2022-09,3,8.03,8.89,8.89,Media móvil
720013,CIRCUITO DE VENTILACION REF-5068850 ALMA LISA NEONATAL - INTERSURGICAL,DISPOSITIVOS MEDICO,2022-07,1,6.33,8.0,8.0,Media móvil
720013,CIRCUITO DE VENTILACION REF-5068850 ALMA LISA NEONATAL - INTERSURGICAL,DISPOSITIVOS MEDICO,2022-08,2,10.42,10.67,10.67,Media móvil
720013,CIRCUITO DE VENTILACION REF-5068850 ALMA LISA NEONATAL - INTERSURGICAL,DISPOSITIVOS MEDICO,2022-09,3,9.97,8.89,8.89,Media móvil
720068,TEGADERM 1683 IV 6.5X7CM ADVANCED,DISPOSITIVOS MEDICO,2022-07,1,1632.14,1290.33,1632.14,XGBoost
720068,TEGADERM 1683 IV 6.5X7CM ADVANCED,DISPOSITIVOS MEDICO,2022-08,2,1545.62,1629.05,1545.62,XGBoost
720068,TEGADERM 1683 IV 6.5X7CM ADVANCED,DISPOSITIVOS MEDICO,2022-09,3,1583.28,1599.92,1583.28,XGBoost
720104,PARCHES DE ELECTRODO PARA DESFIBRILADOR,DISPOSITIVOS MEDICO,2022-07,1,0.19,0.0,0.19,XGBoost
720104,PARCHES DE ELECTRODO PARA DESFIBRILADOR,DISPOSITIVOS MEDICO,2022-08,2,0.23,0.06,0.23,XGBoost
720104,PARCHES DE ELECTRODO PARA DESFIBRILADOR,DISPOSITIVOS MEDICO,2022-09,3,0.32,0.14,0.32,XGBoost
720151,CATETER VENOSO CENTRAL BILUMEN 22G (3FR)X6CM-157064-VYGON,DISPOSITIVOS MEDICO,2022-07,1,0.08,0.0,0.08,XGBoost
720151,CATETER VENOSO CENTRAL BILUMEN 22G (3FR)X6CM-157064-VYGON,DISPOSITIVOS MEDICO,2022-08,2,0.12,0.03,0.12,XGBoost
720151,CATETER VENOSO CENTRAL BILUMEN 22G (3FR)X6CM-157064-VYGON,DISPOSITIVOS MEDICO,2022-09,3,0.05,0.07,0.05,XGBoost
720207,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL,NUTRICION,2022-07,1,112.8,117.0,112.8,XGBoost
720207,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL,NUTRICION,2022-08,2,97.58,131.93,97.58,XGBoost
720207,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL,NUTRICION,2022-09,3,97.26,129.13,97.26,XGBoost
720208,APOSITO ESTERIL DE ALGINATO DE CALCIO CON PLATA ALGISITE,DISPOSITIVOS MEDICO,2022-07,1,0.7,0.0,0.7,XGBoost
720208,APOSITO ESTERIL DE ALGINATO DE CALCIO CON PLATA ALGISITE,DISPOSITIVOS MEDICO,2022-08,2,0.92,0.23,0.92,XGBoost
720208,APOSITO ESTERIL DE ALGINATO DE CALCIO CON PLATA ALGISITE,DISPOSITIVOS MEDICO,2022-09,3,0.73,0.54,0.73,XGBoost
720209,MINOCICLINA 100 MG TAB,MEDICAMENTOS,2022-07,1,0.34,1.0,1.0,Media móvil
720209,MINOCICLINA 100 MG TAB,MEDICAMENTOS,2022-08,2,0.62,0.33,0.62,XGBoost
720209,MINOCICLINA 100 MG TAB,MEDICAMENTOS,2022-09,3,0.36,0.54,0.36,XGBoost
720211,ESOMEPRAZOL 10 MG GRANULOS SOBRE (NEDOX),MEDICAMENTOS,2022-07,1,0.12,0.0,0.12,XGBoost
720211,ESOMEPRAZOL 10 MG GRANULOS SOBRE (NEDOX),MEDICAMENTOS,2022-08,2,0.14,0.04,0.14,XGBoost
720211,ESOMEPRAZOL 10 MG GRANULOS SOBRE (NEDOX),MEDICAMENTOS,2022-09,3,0.02,0.09,0.09,Media móvil
720281,FENTANILO 25 MCG/HORA PARCHE,CONTROLADOS,2022-07,1,0.13,0.0,0.13,XGBoost
720281,FENTANILO 25 MCG/HORA PARCHE,CONTROLADOS,2022-08,2,0.17,0.04,0.17,XGBoost
720281,FENTANILO 25 MCG/HORA PARCHE,CONTROLADOS,2022-09,3,0.01,0.1,0.1,Media móvil
730033,"CARBONATO DE CALCIO/VITAMINA D3/ZINC SUSPENSIÓN ORAL 300MG/100UI/7,5MG/5ML (108",MEDICAMENTOS,2022-07,1,0.61,0.67,0.67,Media móvil
730033,"CARBONATO DE CALCIO/VITAMINA D3/ZINC SUSPENSIÓN ORAL 300MG/100UI/7,5MG/5ML (108",MEDICAMENTOS,2022-08,2,0.59,0.89,0.89,Media móvil
730033,"CARBONATO DE CALCIO/VITAMINA D3/ZINC SUSPENSIÓN ORAL 300MG/100UI/7,5MG/5ML (108",MEDICAMENTOS,2022-09,3,0.54,0.85,0.85,Media móvil
730034,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO ,NUTRICION,2022-07,1,31.15,37.33,37.33,Media móvil
730034,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO ,NUTRICION,2022-08,2,31.96,37.11,37.11,Media móvil
730034,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO ,NUTRICION,2022-09,3,26.11,37.48,37.48,Media móvil
730035,FRESUBIN DRINK SOLUCIÓN ORAL 2KCAL/1ML (400KCAL/200ML) ALIMENTO LÍQUIDO NUTRICIO,NUTRICION,2022-07,1,180.62,242.33,180.62,XGBoost
730035,FRESUBIN DRINK SOLUCIÓN ORAL 2KCAL/1ML (400KCAL/200ML) ALIMENTO LÍQUIDO NUTRICIO,NUTRICION,2022-08,2,167.34,232.87,167.34,XGBoost
730035,FRESUBIN DRINK SOLUCIÓN ORAL 2KCAL/1ML (400KCAL/200ML) ALIMENTO LÍQUIDO NUTRICIO,NUTRICION,2022-09,3,160.58,208.32,160.58,XGBoost
730036,"DIBEN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,2022-07,1,159.5,223.67,159.5,XGBoost
730036,"DIBEN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,2022-08,2,167.68,182.17,167.68,XGBoost
730036,"DIBEN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,2022-09,3,162.61,190.06,162.61,XGBoost
730037,"DIBEN SOLUCIÓN ORAL 1,05KCAL/1ML (525KCAL/500ML) ALIMENTO LÍQUIDO PARA ADMINISTR",NUTRICION,2022-07,1,71.11,127.67,71.11,XGBoost
730037,"DIBEN SOLUCIÓN ORAL 1,05KCAL/1ML (525KCAL/500ML) ALIMENTO LÍQUIDO PARA ADMINISTR",NUTRICION,2022-08,2,71.48,99.7,71.48,XGBoost
