producto_id,nombre_producto,categoria,categoria_abc,variabilidad,metodo_pronostico,demanda_promedio_mensual_pronosticada,lead_time_semanas,lead_time_meses,stock_seguridad,punto_reorden,inventario_actual,eoq,limite_presupuesto_unidades,cantidad_sugerida_pedido,fecha_estimada_pedido,dias_para_pedido,ordenar
702473,FENOBARBITAL SOLUCIÓN INYECTABLE 40 MG/1ML ,CONTROLADOS,C,Media,Media móvil,15.85,1.0,0.23,3.02,6.67,47.0,,0.0,0.0,2022-08-17,77.0,NO
702484,KIT MICRONEBULIZADOR ADULTO,DISPOSITIVOS MEDICO,C,Baja,Media móvil,4.16,1.0,0.23,0.21,1.17,9.0,,0.0,0.0,2022-07-28,57.0,NO
702486,STOMAHESIVE POLVO X 1 ONZA,DISPOSITIVOS MEDICO,C,Baja,Media móvil,8.9,1.0,0.23,0.36,2.41,3.0,,0.0,0.0,2022-06-03,2.0,NO
702487,TAPON HEPARINIZADO,DISPOSITIVOS MEDICO,A,Baja,XGBoost,402.95,1.0,0.23,9.87,102.61,110.0,,3.0,0.0,2022-06-01,1.0,NO
702490,TAPON HEPARINA ROJO,DISPOSITIVOS MEDICO,B,Baja,XGBoost,265.43,1.0,0.23,18.93,80.02,111.0,,0.0,0.0,2022-06-04,4.0,NO
702531,EXTENSION DE MONITOREO MACHO MACHO,MEDICAMENTOS,C,Baja,Media móvil,5.03,1.0,0.23,0.38,1.54,12.0,,0.0,0.0,2022-08-03,63.0,NO
702558,TIOPENTAL POLVO LIOFILIZADO 1G ,MEDICAMENTOS,C,Alta,XGBoost,6.57,1.0,0.23,1.58,3.09,53.0,,0.0,0.0,2023-01-18,231.0,NO
702585,CANULA NASAL OXIGENO ADULTO,DISPOSITIVOS MEDICO,B,Baja,XGBoost,162.72,1.0,0.23,2.1,39.55,43.0,,0.0,0.0,2022-06-01,1.0,NO
702609,CANULA GUEDEL 3 (ISO 9.0),DISPOSITIVOS MEDICO,C,Alta,XGBoost,13.15,1.0,0.23,1.98,5.0,18.0,,0.0,0.0,2022-07-01,30.0,NO
702619,CANULA GUEDEL 2 (ISO 8.0),DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.19,1.0,0.23,0.02,0.06,,,,,,,NO
702620,INCENTIVO RESPIRATORIO HUDSON,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.09,1.0,0.23,0.01,0.03,1.0,,0.0,0.0,2023-04-11,315.0,NO
702626,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,C,Baja,Media móvil,91.77,1.0,0.23,1.74,22.86,9.0,,0.0,13.86,2022-06-01,0.0,SI
702627,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,C,Baja,Media móvil,79.62,1.0,0.23,0.41,18.73,13.0,,0.0,5.73,2022-06-01,0.0,SI
702635,MASCARA C/RESERVORIO ADULTO,DISPOSITIVOS MEDICO,C,Baja,Media móvil,12.44,1.0,0.23,0.81,3.68,13.0,,0.0,0.0,2022-06-23,23.0,NO
702636,MASCARA NO REINHALACION C/RESERVORIO  PEDIATRICA,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.19,1.0,0.23,0.08,0.12,4.0,,0.0,0.0,2024-02-01,610.0,NO
702641,MASCARA VENTURY ADULTO,DISPOSITIVOS MEDICO,C,Baja,Media móvil,53.92,1.0,0.23,0.29,12.7,12.0,,0.0,0.7,2022-06-01,0.0,SI
702642,CANULA YANKAWER DESECHABLE ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.18,1.0,0.23,0.04,0.08,5.0,,0.0,0.0,2024-09-25,847.0,NO
702673,RECOLECTOR/ORINA PED/BLX40  ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,97.89,1.0,0.23,5.07,27.59,0.0,,,27.59,2022-06-01,0.0,SI
702694,TUBO ENDOTRAQUEAL 8.5 C/BL,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.0,1.0,0.23,0.0,0.23,10.0,,0.0,0.0,2023-03-25,297.0,NO
702695,TUBO ENDOTRAQUEAL 8.0 C/BL,DISPOSITIVOS MEDICO,C,Baja,Media móvil,12.42,1.0,0.23,0.23,3.09,8.0,,0.0,0.0,2022-06-13,12.0,NO
702696,TUBO ENDOTRAQUEAL 7.5 C/BL,DISPOSITIVOS MEDICO,C,Baja,Media móvil,19.95,1.0,0.23,0.57,5.16,10.0,,0.0,0.0,2022-06-08,7.0,NO
702697,TUBO ENDOTRAQUEAL 7.0 C/BL ,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.31,1.0,0.23,0.12,0.42,7.0,,0.0,0.0,2022-11-01,153.0,NO
702698,TUBO ENDOTRAQUEAL 6.5 C/BL,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.92,1.0,0.23,0.17,0.38,3.0,,0.0,0.0,2022-08-27,87.0,NO
702703,TUBO ENDOTRAQUEAL 4.0 S/BL,DISPOSITIVOS MEDICO,C,Media,Media móvil,2.8,1.0,0.23,0.08,0.72,4.0,,0.0,0.0,2022-07-06,36.0,NO
702704,TUBO ENDOTRAQUEAL 3.5 S/BL    ,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.6,1.0,0.23,0.16,0.52,1.0,,0.0,0.0,2022-06-10,9.0,NO
702705,TUBO ENDOTRAQUEAL 3.0 S/BL,DISPOSITIVOS MEDICO,C,Media,Media móvil,3.06,1.0,0.23,0.45,1.16,2.0,,0.0,0.0,2022-06-09,8.0,NO
702706,TUBO ENDOTRAQUEAL 2.5 S/BL ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.55,1.0,0.23,0.07,0.2,12.0,,0.0,0.0,2024-03-15,653.0,NO
702707,TUBO ENDOTRAQUEAL 2.0 S/BL,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.19,1.0,0.23,0.0,0.05,4.0,,0.0,0.0,2024-03-06,645.0,NO
702713,TUBO ENDOTRAQUEAL 5.5 C/BL,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.92,1.0,0.23,0.17,0.38,,,,,,,NO
702715,"ENOXAPARINA 40MG/0,4ML SOL. INYECTABLE ",MEDICAMENTOS,A,Baja,XGBoost,2191.96,1.0,0.23,10.24,514.72,100.0,,0.0,414.72,2022-06-01,0.0,SI
702869,MASCARA P/TRAQUEOSTOMIA ADULTO - 1075,DISPOSITIVOS MEDICO,C,Baja,Media móvil,9.33,1.0,0.23,0.37,2.52,8.0,,0.0,0.0,2022-06-18,18.0,NO
703178,CLORURO DE SODIO 9% SOL. INYECTABLE x 250ML,MEDICAMENTOS,A,Baja,XGBoost,1104.45,1.0,0.23,4.93,259.12,259.0,,0.0,0.12,2022-06-01,0.0,SI
703179,HARTMAN SOLUCION INYECTABLE 500 ML,MEDICAMENTOS,A,Baja,XGBoost,722.56,1.0,0.23,47.35,213.65,28.0,,0.0,185.65,2022-06-01,0.0,SI
703180,CLORURO DE SODIO 9% SOL. INYECTABLE x 500ML,MEDICAMENTOS,A,Baja,XGBoost,2364.04,1.0,0.23,35.06,579.15,94.0,,0.0,485.15,2022-06-01,0.0,SI
703187,CANISTER 1100ML,DISPOSITIVOS MEDICO,C,Baja,Media móvil,8.99,1.0,0.23,1.31,3.38,10.0,,0.0,0.0,2022-06-23,22.0,NO
703366,URGOTUL AG 10X12CM,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.19,1.0,0.23,0.08,0.13,,,,,,,NO
703609,BRAZALETE NEO/5,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.25,1.0,0.23,0.04,0.1,4.0,,0.0,0.0,2023-09-12,469.0,NO
703645,NIFEDIPINO CÁPSULA 30MG,MEDICAMENTOS,A,Baja,XGBoost,1538.82,1.0,0.23,58.29,412.45,268.0,,9.0,144.45,2022-06-01,0.0,SI
703652,URSODEOXICOLICO ACIDO TABLETA 300MG,MEDICAMENTOS,C,Alta,XGBoost,15.94,1.0,0.23,2.77,6.43,25.0,,0.0,0.0,2022-07-06,35.0,NO
703654,OXIDO DE ZINC  5G/CALAMINA 5G /CREMA TÓPICA 5%/60G,MEDICAMENTOS,C,Media,Media móvil,7.55,1.0,0.23,0.73,2.47,10.0,,0.0,0.0,2022-07-01,30.0,NO
703665,KIT MICRONEBULIZADOR PEDIATRICO,DISPOSITIVOS MEDICO,C,Media,Media móvil,2.77,1.0,0.23,0.17,0.81,3.0,,0.0,0.0,2022-06-25,24.0,NO
703668,VALPROICO ÁCIDO 500MG/5 ML SOL. INYECTABLE,MEDICAMENTOS,B,Media,XGBoost,141.53,1.0,0.23,10.27,42.85,49.0,,0.0,0.0,2022-06-02,1.0,NO
703672,ASCORBICO ACIDO 500MG TABLETA  (VITAMINA C),MEDICAMENTOS,A,Media,XGBoost,823.22,1.0,0.23,82.52,271.98,579.0,,7.0,0.0,2022-06-12,11.0,NO
703686,CARBONATO DE LITIO 300MG TABLETA ,MEDICAMENTOS,C,Alta,XGBoost,0.14,1.0,0.23,0.01,0.05,13.0,,3.0,0.0,2029-12-11,2751.0,NO
703694,DOMPERIDONA 10MG TABLETA ,MEDICAMENTOS,C,Alta,XGBoost,0.1,1.0,0.23,0.01,0.03,0.0,,,0.03,2022-06-01,0.0,SI
703708,REMIFENTANIL POLVO LIOFILIZADO 2MG ,CONTROLADOS,C,Alta,XGBoost,0.2,1.0,0.23,0.07,0.12,224.0,,0.0,0.0,2115-09-16,34074.0,NO
703723,CLORURO DE SODIO 9% SOL. INYECTABLE x 100ML,MEDICAMENTOS,A,Baja,XGBoost,7845.11,1.0,0.23,107.79,1913.33,909.0,,0.0,1004.33,2022-06-01,0.0,SI
703730,S/TRACH-CARE 14FR/ 4445P02514  CORTA ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,33.42,1.0,0.23,2.33,10.02,7.0,,0.0,3.02,2022-06-01,0.0,SI
703735,CLORURO DE SODIO 9% SOL. INYECTABLE x 1000ML,MEDICAMENTOS,A,Baja,XGBoost,1213.5,1.0,0.23,32.08,311.37,62.0,,0.0,249.37,2022-06-01,0.0,SI
703754,MORFINA 10MG/1ML SOL. INYECTABLE,CONTROLADOS,B,Baja,XGBoost,185.12,1.0,0.23,4.2,46.8,455.0,,0.0,0.0,2022-08-07,67.0,NO
703755,MORFINA SOLUCION ORAL 30MG/ML x 30ML,CONTROLADOS,C,Alta,XGBoost,0.24,1.0,0.23,0.05,0.1,5.0,,0.0,0.0,2024-02-03,613.0,NO
703775,HARTMAN SOLUCION INYECTABLE 1000 ML,MEDICAMENTOS,A,Baja,XGBoost,1580.18,1.0,0.23,9.96,373.64,35.0,,0.0,338.64,2022-06-01,0.0,SI
703782,HIDROMORFONA 2MG/1ML SOL. INYECTABLE,MEDICAMENTOS,B,Media,XGBoost,164.16,1.0,0.23,2.56,40.34,478.0,,0.0,0.0,2022-08-21,81.0,NO
703789,RISPERIDONA 1 MG TABLETA ,MEDICAMENTOS,C,Media,Media móvil,25.14,1.0,0.23,1.29,7.07,28.0,,2.0,0.0,2022-06-26,25.0,NO
704102,HIERRO SACAROSA SOL. INYECTABLE 100MG/5ML,MEDICAMENTOS,C,Baja,Media móvil,41.75,1.0,0.23,1.65,11.26,7.0,,0.0,4.26,2022-06-01,0.0,SI
704205,"METOTREXATE TABLETA 2,5MG",MEDICAMENTOS,C,Media,Media móvil,5.33,1.0,0.23,2.08,3.31,21.0,,2.0,0.0,2022-09-09,101.0,NO
704252,CASPOFUNGINA 50MG POLVO LIOFILIZADO ,MEDICAMENTOS,C,Baja,Media móvil,43.75,1.0,0.23,0.4,10.46,22.0,,0.0,0.0,2022-06-09,8.0,NO
704256,CLORURO DE SODIO 9% SOL. INYECTABLE x 50ML,MEDICAMENTOS,A,Baja,XGBoost,858.59,1.0,0.23,5.92,203.52,57.0,,0.0,146.52,2022-06-01,0.0,SI
704292,FOSFOMICINA GRANULOS PARA SUSPENCIÓN ORAL 3G,MEDICAMENTOS,C,Alta,XGBoost,1.69,1.0,0.23,0.12,0.51,5.0,,0.0,0.0,2022-08-20,81.0,NO
704298,CONDON  S/LUBRICAR X 3 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.04,1.0,0.23,0.54,1.01,5.0,,3.0,0.0,2022-07-30,59.0,NO
704308,ALGODON LAMINADO 3X5 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.36,1.0,0.23,0.01,0.09,0.0,,,0.09,2022-06-01,0.0,SI
704336,CIPROFLOXACINO SOLUCIÓN OFTÁLMICA 0.3% x 10 ML ,MEDICAMENTOS,C,Alta,XGBoost,0.3,1.0,0.23,0.01,0.08,,,,,,,NO
704346,ACICLOVIR UNGÜENTO TOPICO 5% x 15 GRAMOS,MEDICAMENTOS,C,Alta,XGBoost,0.6,1.0,0.23,0.07,0.21,0.0,,,0.21,2022-06-01,0.0,SI
704381,BOLSA OSTOMIA OP/38MM ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.29,1.0,0.23,0.01,0.07,2.0,,0.0,0.0,2022-12-17,200.0,NO
704417,"EPOPROSTENOL TERMOESTABLE 1.5 MG POLVO LIOFILIZADO 1,5MG",MEDICAMENTOS,C,Alta,XGBoost,0.38,1.0,0.23,0.03,0.12,,,,,,,NO
704444,"PULMOCARE SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML)) ALIMENTO PARA PROPÓSITO",NUTRICION,B,Media,XGBoost,228.37,1.0,0.23,10.53,63.09,88.0,,0.0,0.0,2022-06-04,3.0,NO
705183,AGUJA BIOPSIA MEDULA OSEA  DBMNJ1104TL RP-M,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.66,1.0,0.23,0.06,0.44,3.0,,0.0,0.0,2022-07-18,47.0,NO
705294,ELECTRODO BIPOLAR  6FRX110X10 AI-06210,MEDICAMENTOS,C,Media,Media móvil,0.89,1.0,0.23,0.12,0.33,2.0,,0.0,0.0,2022-07-28,57.0,NO
705297,PIRIDOXINA CÁPSULA 50MG (VITAMINA B6),MEDICAMENTOS,C,Baja,Media móvil,108.04,1.0,0.23,3.97,28.83,38.0,,10.0,0.0,2022-06-03,3.0,NO
705353,FLUCONAZOL 50 MG/5ML SUSPENSION ,MEDICAMENTOS,C,Alta,XGBoost,2.92,1.0,0.23,0.29,0.96,2.0,,0.0,0.0,2022-06-11,11.0,NO
705431,CATETER SWAN GANZ 5L 831HF75P,DISPOSITIVOS MEDICO,C,Media,Media móvil,0.94,1.0,0.23,0.22,0.44,1.0,,0.0,0.0,2022-06-19,18.0,NO
705488,PROPANOLOL TABLETA 40MG,MEDICAMENTOS,B,Baja,XGBoost,135.72,1.0,0.23,2.38,33.61,42.0,,11.0,0.0,2022-06-02,2.0,NO
705498,MULTIVITAMINAS Y MINERALES CON LUTEINA TABLETA -,MEDICAMENTOS,C,Alta,XGBoost,5.92,1.0,0.23,2.31,3.67,,,,,,,NO
705505,GASA ESTERIL 7.5 X 7.5 ,DISPOSITIVOS MEDICO,C,Media,Media móvil,0.0,1.0,0.23,0.0,0.0,48.0,,2.0,0.0,,,NO
705561,PREGABALINA CAPSULA 25MG,MEDICAMENTOS,C,Alta,XGBoost,1.44,1.0,0.23,0.17,0.5,30.0,,1.0,0.0,2024-02-13,622.0,NO
705570,AMBRISENTAN 10 MG TABLETA,MEDICAMENTOS,C,Alta,XGBoost,7.77,1.0,0.23,1.43,3.21,12.0,,0.0,0.0,2022-07-05,34.0,NO
705579,COLAGENASA UNGUENTO 40 G ,MEDICAMENTOS,C,Alta,XGBoost,0.17,1.0,0.23,0.01,0.05,,,,,,,NO
705632,SALBUTAMOL SUSP. PARA INHALACIÓN 100MCG//1PUFF/200PUFF,MEDICAMENTOS,C,Baja,Media móvil,17.68,1.0,0.23,0.96,5.03,17.0,,0.0,0.0,2022-06-21,21.0,NO
705740,MOXIFLOXACINO SOLUCION INFUSION FCO. 400 MG/250 ML  (AVELOX ),MEDICAMENTOS,C,Alta,XGBoost,0.25,1.0,0.23,0.0,0.06,3.0,,0.0,0.0,2023-05-29,363.0,NO
705846,MEDROXIPROGESTERONA TABLETA 5MG,MEDICAMENTOS,C,Alta,XGBoost,0.45,1.0,0.23,0.02,0.12,19.0,,1.0,0.0,2025-12-08,1287.0,NO
705888,IOBAN REF/6650    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.69,1.0,0.23,0.12,0.28,0.0,,,0.28,2022-06-01,0.0,SI
705891,PARCHE OCULAR AD,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.34,1.0,0.23,0.06,0.14,0.0,,,0.14,2022-06-01,0.0,SI
705958,MEMANTINA TABLETA 10MG,MEDICAMENTOS,C,Alta,XGBoost,0.54,1.0,0.23,0.12,0.24,0.0,,,0.24,2022-06-01,0.0,SI
705961,MESALAZINA TABLETA 500MG,MEDICAMENTOS,C,Alta,XGBoost,9.8,1.0,0.23,1.15,3.4,33.0,,2.0,0.0,2022-08-31,92.0,NO
706053,ALTEPLASA 50 MG POLVO LIOFILIZADO 50MG,MEDICAMENTOS,C,Alta,XGBoost,0.5,1.0,0.23,0.16,0.27,2.0,,0.0,0.0,2022-09-13,105.0,NO
706122,"FONDAPARINA 2,5MG/0,5ML SOL. INYECTABLE ",MEDICAMENTOS,C,Alta,XGBoost,0.74,1.0,0.23,0.05,0.22,0.0,,,0.22,2022-06-01,0.0,SI
706123,CATETER GASTROSTOMIA FLOW-20PUSH/ COOK,DISPOSITIVOS MEDICO,C,Baja,Media móvil,9.38,1.0,0.23,0.41,2.57,4.0,,0.0,0.0,2022-06-05,5.0,NO
706175,CATETER YUGULAR CURVO (MAHURKAR CURVO) 5FR,DISPOSITIVOS MEDICO,C,Baja,Media móvil,13.36,1.0,0.23,0.4,3.48,8.0,,0.0,0.0,2022-06-11,10.0,NO
706196,"BUDESONIDA/FORMOTEROL POLVO PARA INHALACIÓN 160MCG/4,5MCG/1PUFF x 120PUFF",MEDICAMENTOS,C,Alta,XGBoost,0.36,1.0,0.23,0.02,0.1,3.0,,0.0,0.0,2023-02-01,245.0,NO
706261,GELATINA FLUIDA MODIFICADA EN SOLUCIÓN IÓNICA SOLUCIÓN INYECTABLE 20G/500ML,MEDICAMENTOS,C,Alta,XGBoost,0.21,1.0,0.23,0.0,0.05,1.0,,0.0,0.0,2022-10-18,140.0,NO
706577,APLICADOR NITRATO DE PLATA,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.16,1.0,0.23,0.07,0.11,3.0,,0.0,0.0,2023-12-15,562.0,NO
706670,ACICLOVIR TABLETA 800MG,MEDICAMENTOS,C,Alta,XGBoost,45.6,1.0,0.23,13.93,24.43,20.0,,4.0,4.43,2022-06-01,0.0,SI
706682,QUETIAPINA TABLETA 100MG,MEDICAMENTOS,C,Alta,XGBoost,57.12,1.0,0.23,5.27,18.42,30.0,,5.0,0.0,2022-06-07,6.0,NO
706722,CALCIO CARBONATO/VITAMINA D TABLETA 600MG/125UI,MEDICAMENTOS,C,Alta,XGBoost,18.96,1.0,0.23,5.63,9.99,0.0,,,9.99,2022-06-01,0.0,SI
707118,AZITROMICINA TABLETA 500MG,MEDICAMENTOS,C,Alta,XGBoost,34.67,1.0,0.23,3.9,11.87,82.0,,0.0,0.0,2022-08-01,62.0,NO
707121,CIPROFLOXACINO 500MG TABLETA,MEDICAMENTOS,C,Media,Media móvil,37.21,1.0,0.23,4.74,13.31,45.0,,10.0,0.0,2022-06-26,26.0,NO
707126,ACETAMINOFEN JARABE 150 MG/5 ML FRASCO x 60 ML,MEDICAMENTOS,C,Alta,XGBoost,0.73,1.0,0.23,0.11,0.27,4.0,,0.0,0.0,2022-11-03,155.0,NO
707137,LORATADINA JARABE 1MG/1ML (100MG/100ML),MEDICAMENTOS,C,Alta,XGBoost,0.8,1.0,0.23,0.08,0.26,0.0,,,0.26,2022-06-01,0.0,SI
707251,SILDENAFIL TABLETA 50MG,MEDICAMENTOS,C,Alta,XGBoost,18.22,1.0,0.23,2.16,6.35,22.0,,8.0,0.0,2022-06-27,26.0,NO
707258,TRANSDUCTOR PLASTICO,DISPOSITIVOS MEDICO,B,Baja,XGBoost,186.33,1.0,0.23,6.54,49.43,23.0,,0.0,26.43,2022-06-01,0.0,SI
707300,SURFACTANTE PULMONAR PORCINO SUSPENSIÓN INYECTABLE 240MG/3ML,MEDICAMENTOS,C,Alta,XGBoost,0.66,1.0,0.23,0.09,0.24,0.0,,,0.24,2022-06-01,0.0,SI
707547,AGUJA COAXIAL MCXS 14X10,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.1,1.0,0.23,0.01,0.03,0.0,,,0.03,2022-06-01,0.0,SI
707596,ONDANSETRON SOL. INYECTABLE 4MG/2ML,MEDICAMENTOS,B,Media,XGBoost,181.9,1.0,0.23,8.79,50.65,55.0,,0.0,0.0,2022-06-01,1.0,NO
707597,ONDANSETRON SOL. INYECTABLE 8MG/4ML,MEDICAMENTOS,B,Baja,XGBoost,277.34,1.0,0.23,11.82,75.65,115.0,,1.0,0.0,2022-06-05,4.0,NO
707610,COLECALCIFEROL 25.000 UI,MEDICAMENTOS,C,Alta,XGBoost,0.28,1.0,0.23,0.01,0.08,,,,,,,NO
707621,CEFTOLOZANO/TAZOBACTAM 1.5G (1+0.5G) POLVO PARA RECONSTITUCION,MEDICAMENTOS,C,Alta,XGBoost,1.69,1.0,0.23,0.18,0.57,20.0,,0.0,0.0,2023-05-17,351.0,NO
707755,METOPROLOL SUCCINATO TABLETA 50MG,MEDICAMENTOS,B,Baja,XGBoost,80.9,1.0,0.23,3.11,21.73,32.0,,1.0,0.0,2022-06-04,4.0,NO
707781,DREN BALKE 19FR REDONDO S/U REF 2232,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.09,1.0,0.23,0.04,0.06,0.0,,,0.06,2022-06-01,0.0,SI
707878,CATETER PREMICATH 28GX1FRX20CM    ,DISPOSITIVOS MEDICO,C,Media,Media móvil,2.48,1.0,0.23,0.37,0.94,5.0,,0.0,0.0,2022-07-20,50.0,NO
708178,AGUJA P/ASPIRACION DE MEDULA OSEA DBMNI 1501 RP.M,DISPOSITIVOS MEDICO,C,Baja,Media móvil,3.85,1.0,0.23,0.11,1.0,4.0,,0.0,0.0,2022-06-24,24.0,NO
708344,JERINGA  5ML LIBRE DE LATEX,DISPOSITIVOS MEDICO,A,Baja,XGBoost,6863.92,1.0,0.23,12.54,1592.27,540.0,,2.0,1052.27,2022-06-01,0.0,SI
708346,JERINGA 20ML ,DISPOSITIVOS MEDICO,A,Baja,XGBoost,635.69,1.0,0.23,2.63,148.94,73.0,,1.0,75.94,2022-06-01,0.0,SI
708363,CIANOCOBALAMINA 1MG/1ML (VITAMINA B12) SOL. INYECTABLE,MEDICAMENTOS,C,Media,Media móvil,34.97,1.0,0.23,2.58,10.63,16.0,,0.0,0.0,2022-06-05,5.0,NO
708677,DOMPERIDONA 1MG/1ML SUSPENSION,MEDICAMENTOS,C,Media,Media móvil,0.66,1.0,0.23,0.06,0.21,3.0,,0.0,0.0,2022-10-08,129.0,NO
708756,CATETER RECTO COAXIAL 2L 11FR X 20CM (MAHURKAR RECTO),DISPOSITIVOS MEDICO,C,Baja,Media móvil,12.36,1.0,0.23,0.4,3.25,7.0,,0.0,0.0,2022-06-10,9.0,NO
708771,HARTMAN SOLUCION INYECTABLE 3000 ML,MEDICAMENTOS,C,Alta,XGBoost,1.38,1.0,0.23,0.54,0.85,,,,,,,NO
708786,SENSOR NEONATAL PULSOXIMETRO,DISPOSITIVOS MEDICO,C,Baja,Media móvil,33.37,1.0,0.23,0.9,8.58,14.0,,0.0,0.0,2022-06-05,5.0,NO
708833,QUETIAPINA TABLETA 25MG,MEDICAMENTOS,B,Media,XGBoost,179.43,1.0,0.23,32.9,74.2,0.0,,,74.2,2022-06-01,0.0,SI
708836,TOPIRAMATO TABLETA 100MG,MEDICAMENTOS,C,Alta,XGBoost,0.47,1.0,0.23,0.0,0.11,17.0,,1.0,0.0,2025-06-06,1102.0,NO
708852,TRAMPA DE LUKEN    ,DISPOSITIVOS MEDICO,C,Media,Media móvil,134.36,1.0,0.23,8.31,39.23,17.0,,0.0,22.23,2022-06-01,0.0,SI
708883,AQUACEL AG+ APOSITO 20 X 30 ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,3.66,1.0,0.23,0.06,0.9,4.0,,0.0,0.0,2022-06-26,26.0,NO
708919,ZIDOVUDINA SOLUCIÓN INYECTABLE 10MG/1ML,MEDICAMENTOS,C,Alta,XGBoost,0.14,1.0,0.23,0.07,0.1,0.0,,,0.1,2022-06-01,0.0,SI
709134,LEVETIRACETAM TABLETA 500MG,MEDICAMENTOS,B,Media,XGBoost,184.68,1.0,0.23,14.12,56.63,17.0,,0.0,39.63,2022-06-01,0.0,SI
709707,CATETER VENOSO CENTRAL (CVC) BILUMEN 7FRX20CM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,6.28,1.0,0.23,0.81,2.26,11.0,,0.0,0.0,2022-07-13,42.0,NO
709736,"ALPRAZOLAM TABLETA 0,25 MG ",CONTROLADOS,B,Media,XGBoost,128.31,1.0,0.23,3.05,32.58,401.0,,11.0,0.0,2022-08-27,87.0,NO
709757,DIAZEPAM SOLUCIÓN INYECTABLE 10MG/2ML ,CONTROLADOS,C,Media,Media móvil,1.69,1.0,0.23,0.12,0.51,76.0,,0.0,0.0,2026-02-17,1357.0,NO
710039,SEDA  0 CS424 (GS-21)SOFSILK  TYCO,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.46,1.0,0.23,0.45,0.79,26.0,,0.0,0.0,2023-11-07,524.0,NO
710045,SEDA 3-0 SS684( C-14)SOFSILK,DISPOSITIVOS MEDICO,C,Baja,Media móvil,11.21,1.0,0.23,0.76,3.34,7.0,,0.0,0.0,2022-06-10,10.0,NO
710108,SURGIPRO 4-0 SP5682 (P-12) TYCO,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.1,1.0,0.23,0.01,0.03,0.0,,,0.03,2022-06-01,0.0,SI
710110,SEDA 2-0 SS685 (C-15) SOFSILK CURVA,DISPOSITIVOS MEDICO,C,Media,Media móvil,0.0,1.0,0.23,0.0,0.0,,,,,,,NO
710111,SEDA 2-0 SS623 (SC-2) SOFSILK RECTA,DISPOSITIVOS MEDICO,C,Baja,Media móvil,82.2,1.0,0.23,2.84,21.75,,,,,,,NO
710176,PROPOFOL SOLUCIÓN INYECTABLE 10MG/1ML (500MG/50ML),MEDICAMENTOS,C,Alta,XGBoost,2.74,1.0,0.23,0.51,1.14,9.0,,0.0,0.0,2022-08-27,87.0,NO
710356,"CARVEDILOL TABLETA 6,25MG",MEDICAMENTOS,B,Baja,XGBoost,457.64,1.0,0.23,13.9,119.22,1.0,,42.0,118.22,2022-06-01,0.0,SI
710703,HIDROXICARBAMIDA CÁPSULA 500MG,MEDICAMENTOS,C,Media,Media móvil,11.36,1.0,0.23,2.45,5.07,24.0,,0.0,0.0,2022-07-21,51.0,NO
710768,CYSTOFLOW 500 ML,DISPOSITIVOS MEDICO,C,Baja,Media móvil,12.14,1.0,0.23,1.42,4.21,6.0,,0.0,0.0,2022-06-05,4.0,NO
711321,ADAPTADOR P/CO-SET REF-93505,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.82,1.0,0.23,0.29,0.48,3.0,,0.0,0.0,2022-09-02,94.0,NO
711417,AZUL DE METILENO 1% x 5ML,MEDICAMENTOS,C,Media,Media móvil,3.26,1.0,0.23,0.51,1.26,5.0,,0.0,0.0,2022-07-06,35.0,NO
711979,"FLUDROCORTISONA TABLETA 0,1MG",MEDICAMENTOS,C,Alta,XGBoost,4.24,1.0,0.23,0.95,1.92,52.0,,0.0,0.0,2023-05-26,359.0,NO
