producto_id,nombre_producto,categoria,proveedor_principal,proveedor_alterno,categoria_abc,variabilidad,metodo_pronostico,demanda_promedio_mensual_pronosticada,lead_time_semanas,lead_time_meses,stock_seguridad,punto_reorden,inventario_actual,eoq,limite_presupuesto_unidades,cantidad_sugerida_pedido,costo_unitario,costo_estimado_pedido,valor_inventario_actual,fecha_estimada_pedido,dias_para_pedido,ordenar
702209,JELCO 18G X 1-1/4 ,DISPOSITIVOS MEDICO,,,B,Baja,Media móvil,395.4,1.0,0.23,3.26,94.26,102.0,,0.0,0.0,677.0,0.0,69054.0,2022-06-01,1.0,NO
702210,JELCO 20G X 1-1/4,DISPOSITIVOS MEDICO,,,A,Baja,Regresión Lineal,750.8,1.0,0.23,88.86,261.66,136.0,,0.0,0.0,625.5,0.0,85068.0,2022-06-01,0.0,SI
702211,CATETER INTRAVENOSO 22G X 1 ,DISPOSITIVOS MEDICO,,,A,Baja,Media móvil,1427.08,1.0,0.23,9.5,337.94,261.0,,1.0,1.0,433.67,433.67,113187.0,2022-06-01,0.0,SI
702212,JELCO 24G X 3/4,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,182.52,1.0,0.23,3.05,45.05,111.0,,0.0,0.0,1180.0,0.0,130980.0,2022-06-11,11.0,NO
702216,CATETER EPICUTANEO CAVA 24 G 2FR REF 218400,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,7.16,1.0,0.23,0.21,1.86,6.0,,0.0,0.0,218186.0,0.0,1309116.0,2022-06-18,18.0,NO
702222,PERICRANEAL 23     ,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,236.78,1.0,0.23,3.2,57.7,1.0,,1.0,1.0,400.0,400.0,400.0,2022-06-01,0.0,SI
702226,PERIFIX 18GA C/A 4514017 ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.66,1.0,0.23,0.06,0.21,,,,,,,,,,NO
702228,SPINOCAN 18G 3/2   ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,3.5,1.0,0.23,0.61,1.42,0.0,,,1.42,0.0,0.0,0.0,2022-06-01,0.0,SI
702229,SPINOCAN 20G X31/2 ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,4.3,1.0,0.23,0.08,1.07,2.0,,0.0,0.0,6317.0,0.0,12634.0,2022-06-07,7.0,NO
702230,SPINOCAN 22G X31/2  ,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,4.55,1.0,0.23,0.08,1.13,2.0,,0.0,0.0,7705.0,0.0,15410.0,2022-06-06,6.0,NO
702231,SPINOCAN 25X3.1/2,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,4.0,,0.0,0.0,7669.0,0.0,30676.0,,,NO
702233,SPINOCAN 27G ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,,,,,,,,,,NO
702235,AGUJA SURECAN GRIPPER PLUS SEGURIDAD 20 GA  X19 MM REF-0821276724,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.22,1.0,0.23,0.07,0.12,3.0,,0.0,0.0,19500.0,0.0,58500.0,2023-07-09,404.0,NO
702240,GUANTE ESTERIL 6.5 (PAR),DISPOSITIVOS MEDICO,,,B,Alta,Media móvil,152.38,1.0,0.23,14.37,49.44,50.0,,0.0,0.0,726.0,0.0,36300.0,2022-06-01,0.0,NO
702241,GUANTE ESTERIL 7.0 (PAR),DISPOSITIVOS MEDICO,,,B,Alta,Regresión Lineal,692.0,1.0,0.23,112.03,271.3,93.0,,0.0,0.0,642.0,0.0,59706.0,2022-06-01,0.0,SI
702242,GUANTE ESTERIL 7.5 (PAR),DISPOSITIVOS MEDICO,,,B,Alta,Regresión Lineal,808.7,1.0,0.23,127.3,313.42,119.0,,0.0,0.0,668.0,0.0,79492.0,2022-06-01,0.0,SI
702243,GUANTE ESTERIL 8.0 (PAR),DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,16.48,1.0,0.23,2.03,5.82,156.0,,0.0,0.0,781.0,0.0,121836.0,2023-03-05,277.0,NO
702249,BISTURI # 11 ,DISPOSITIVOS MEDICO,,,B,Baja,Regresión Lineal,136.01,1.0,0.23,22.4,53.71,35.0,,2.0,2.0,208.0,416.0,7280.0,2022-06-01,0.0,SI
702251,BISTURI # 15 ,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,8.73,1.0,0.23,0.53,2.54,105.0,,2.0,0.0,216.0,0.0,22680.0,2023-05-24,357.0,NO
702256,HEMINA 350 MG PANHEMATIN,MEDICAMENTOS,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,,,,,,,,,,NO
702257,JERINGA 3ML,DISPOSITIVOS MEDICO,,,A,Baja,Regresión Lineal,4152.75,1.0,0.23,284.54,1240.29,272.0,,2.0,2.0,256.0,512.0,69632.0,2022-06-01,0.0,SI
702258,JERINGA 5ML,DISPOSITIVOS MEDICO,,,A,Baja,Regresión Lineal,6743.64,1.0,0.23,243.77,1795.81,,,,,,,,,,NO
702259,JERINGA 10ML ,DISPOSITIVOS MEDICO,,,A,Baja,Regresión Lineal,13105.84,1.0,0.23,551.73,3568.03,701.0,,1.0,1.0,294.0,294.0,206094.0,2022-06-01,0.0,SI
702261,JERINGA 50ML ROSCA,DISPOSITIVOS MEDICO,,,B,Media,XGBoost,143.55,1.0,0.23,8.54,41.58,75.0,,0.0,0.0,654.0,0.0,49050.0,2022-06-08,7.0,NO
702262,JERINGA 50ML PUNTA CATETER,DISPOSITIVOS MEDICO,,,B,Baja,Regresión Lineal,106.82,1.0,0.23,15.16,39.75,21.0,,0.0,0.0,836.0,0.0,17556.0,2022-06-01,0.0,SI
702263,JERINGA 1ML INSULINA,DISPOSITIVOS MEDICO,,,A,Baja,Media móvil,2802.89,1.0,0.23,43.58,688.66,263.0,,2.0,2.0,217.0,434.0,57071.0,2022-06-01,0.0,SI
702264,JERINGA DE GASES (JERINGA HEPARINIZADA),DISPOSITIVOS MEDICO,,,A,Baja,Media móvil,1516.86,1.0,0.23,35.46,384.56,151.0,,0.0,0.0,3570.0,0.0,539070.0,2022-06-01,0.0,SI
702298,BARRERA STOMAHESIVE 38 MM ,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,6.0,,0.0,0.0,15881.0,0.0,95286.0,2024-11-26,910.0,NO
702302,BARRERA STOMAHESIVE 57 - 60 MM ,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,16.62,1.0,0.23,0.24,4.07,2.0,,0.0,0.0,20267.0,0.0,40534.0,2022-06-01,0.0,SI
702303,BARRERA STOMAHESIVE 70MM ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,10.71,1.0,0.23,2.78,5.24,9.0,,0.0,0.0,18520.0,0.0,166680.0,2022-06-11,11.0,NO
702307,BARRERA STOMAHESIVE 32MM NINOS ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.61,1.0,0.23,0.08,0.22,5.0,,0.0,0.0,13287.0,0.0,66435.0,2023-01-26,240.0,NO
702310,BARRERA STOMAHESIVE 20MMX20MM LISA ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,15.5,1.0,0.23,0.35,3.92,5.0,,0.0,0.0,44673.0,0.0,223365.0,2022-06-03,2.0,NO
702321,BOLSA OSTOMIA 32MM NINOS ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.39,1.0,0.23,0.04,0.13,6.0,,0.0,0.0,7591.0,0.0,45546.0,2023-09-02,458.0,NO
702323,BOLSA OSTOMIA OP/57 - 60 MM ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,13.7,1.0,0.23,0.9,4.05,9.0,,0.0,0.0,9498.0,0.0,85482.0,2022-06-12,11.0,NO
702324,BOLSA OSTOMIA OP /70MM ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,12.59,1.0,0.23,2.7,5.6,15.0,,0.0,0.0,9375.0,0.0,140625.0,2022-06-23,23.0,NO
702326,BOLSA OSTOMIA  OP45MM ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.77,1.0,0.23,0.17,0.58,10.0,,0.0,0.0,8517.0,0.0,85170.0,2022-11-10,162.0,NO
702358,CYSTOFLOW 2000 ML ADULTO,DISPOSITIVOS MEDICO,,,C,Baja,Regresión Lineal,70.89,1.0,0.23,6.48,22.8,34.0,,0.0,0.0,3499.0,0.0,118966.0,2022-06-05,5.0,NO
702368,LLAVE DE 3 VIAS,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,268.58,1.0,0.23,11.67,73.48,16.0,,0.0,0.0,1198.0,0.0,19168.0,2022-06-01,0.0,SI
702377,BURETROL,DISPOSITIVOS MEDICO,,,A,Baja,Regresión Lineal,983.6,1.0,0.23,210.54,436.91,120.0,,0.0,0.0,2313.0,0.0,277560.0,2022-06-01,0.0,SI
702381,EQUIPO MACROGOTEO S/A (SOLO CX E IMAGENES),DISPOSITIVOS MEDICO,,,B,Baja,Regresión Lineal,255.09,1.0,0.23,40.36,99.07,46.0,,0.0,0.0,710.0,0.0,32660.0,2022-06-01,0.0,SI
702382,EXTENSION DE ANESTESIA ADULTO ,DISPOSITIVOS MEDICO,,,A,Baja,Regresión Lineal,1158.64,1.0,0.23,87.34,354.0,195.0,,0.0,0.0,639.0,0.0,124605.0,2022-06-01,0.0,SI
702383,EXTENSION DE ANESTESIA PEDIATRICO,DISPOSITIVOS MEDICO,,,B,Baja,Media móvil,159.57,1.0,0.23,6.63,43.36,37.0,,0.0,0.0,646.0,0.0,23902.0,2022-06-01,0.0,SI
702417,HUMIDIFICADOR 3PSI,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,37.59,1.0,0.23,1.6,10.25,17.0,,0.0,0.0,3849.0,0.0,65433.0,2022-06-06,5.0,NO
702435,NARIZ DE CAMELLO ADULTO,MEDICAMENTOS,,,B,Baja,XGBoost,199.26,1.0,0.23,10.47,56.33,58.0,,0.0,0.0,5611.0,0.0,325438.0,2022-06-01,0.0,NO
702437,NIPLE CONECTOR MAG 02 HUDSON ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,1.27,1.0,0.23,0.13,0.43,12.0,,0.0,0.0,1108.0,0.0,13296.0,2023-03-06,278.0,NO
702445,BUPRENORFINA PARCHE TRANSDERMICO 20MG ,CONTROLADOS,SOLINSA,EVEDISA,C,Alta,Media móvil,0.0,1.1,0.26,0.0,0.0,7.0,,0.0,0.0,44709.0,0.0,312963.0,,,NO
702452,STOMAHESIVE PASTA TBX2 ONZ.,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,12.17,1.0,0.23,2.16,4.97,6.0,,0.0,0.0,39672.0,0.0,238032.0,2022-06-03,3.0,NO
702460,PINZA P/BOLSA DE OSTOMIA ,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,10.66,1.0,0.23,0.06,2.51,7.0,,0.0,0.0,2275.0,0.0,15925.0,2022-06-13,13.0,NO
702473,FENOBARBITAL SOLUCIÓN INYECTABLE 40 MG/1ML ,CONTROLADOS,SECRETARIA DE SALUD,WORLD MEDICAL,C,Media,XGBoost,15.85,1.1,0.26,3.23,7.4,47.0,,0.0,0.0,1418.0,0.0,66646.0,2022-08-16,76.0,NO
702484,KIT MICRONEBULIZADOR ADULTO,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,4.63,1.0,0.23,0.11,1.17,9.0,,0.0,0.0,2683.0,0.0,24147.0,2022-07-22,51.0,NO
702486,STOMAHESIVE POLVO X 1 ONZA,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,8.64,1.0,0.23,0.3,2.29,3.0,,0.0,0.0,34363.0,0.0,103089.0,2022-06-03,3.0,NO
702487,TAPON HEPARINIZADO,DISPOSITIVOS MEDICO,,,A,Baja,XGBoost,402.95,1.0,0.23,9.87,102.61,110.0,,3.0,0.0,189.0,0.0,20790.0,2022-06-01,1.0,NO
702490,TAPON HEPARINA ROJO,DISPOSITIVOS MEDICO,,,B,Baja,Media móvil,234.37,1.0,0.23,4.63,58.57,111.0,,0.0,0.0,883.0,0.0,98013.0,2022-06-07,7.0,NO
702531,EXTENSION DE MONITOREO MACHO MACHO,MEDICAMENTOS,,,C,Baja,Media móvil,5.03,1.0,0.23,0.38,1.54,12.0,,0.0,0.0,2088.0,0.0,25056.0,2022-08-03,63.0,NO
702558,TIOPENTAL POLVO LIOFILIZADO 1G ,MEDICAMENTOS,DAGO,SOLINSA,C,Alta,XGBoost,6.57,1.1,0.26,1.68,3.41,53.0,,0.0,0.0,16493.0,0.0,874129.0,2023-01-16,230.0,NO
702585,CANULA NASAL OXIGENO ADULTO,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,162.72,1.0,0.23,2.1,39.55,43.0,,0.0,0.0,981.0,0.0,42183.0,2022-06-01,1.0,NO
702609,CANULA GUEDEL 3 (ISO 9.0),DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,16.28,1.0,0.23,5.27,9.02,18.0,,0.0,0.0,1275.0,0.0,22950.0,2022-06-17,17.0,NO
702619,CANULA GUEDEL 2 (ISO 8.0),DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.0,1.0,0.23,0.0,0.0,,,,,,,,,,NO
702620,INCENTIVO RESPIRATORIO HUDSON,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.0,1.0,0.23,0.0,0.0,1.0,,0.0,0.0,10307.0,0.0,10307.0,,,NO
702626,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,86.41,1.0,0.23,0.5,20.38,9.0,,0.0,0.0,11835.0,0.0,106515.0,2022-06-01,0.0,SI
702627,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,82.9,1.0,0.23,2.12,21.2,13.0,,0.0,0.0,9667.0,0.0,125671.0,2022-06-01,0.0,SI
702635,MASCARA C/RESERVORIO ADULTO,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,8.23,1.0,0.23,1.24,3.13,13.0,,0.0,0.0,2900.0,0.0,37700.0,2022-07-07,36.0,NO
702636,MASCARA NO REINHALACION C/RESERVORIO  PEDIATRICA,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,4.0,,0.0,0.0,5991.0,0.0,23964.0,2024-01-22,600.0,NO
702641,MASCARA VENTURY ADULTO,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,49.23,1.0,0.23,0.23,11.56,12.0,,0.0,0.0,3238.0,0.0,38856.0,2022-06-01,0.0,NO
702642,CANULA YANKAWER DESECHABLE ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.18,1.0,0.23,0.04,0.08,5.0,,0.0,0.0,1785.0,0.0,8925.0,2024-09-25,847.0,NO
702673,RECOLECTOR/ORINA PED/BLX40  ,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,97.89,1.0,0.23,5.07,27.59,0.0,,,27.59,0.0,0.0,0.0,2022-06-01,0.0,SI
702694,TUBO ENDOTRAQUEAL 8.5 C/BL,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,1.0,1.0,0.23,0.0,0.23,10.0,,0.0,0.0,6139.0,0.0,61390.0,2023-03-25,297.0,NO
702695,TUBO ENDOTRAQUEAL 8.0 C/BL,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,12.1,1.0,0.23,0.82,3.6,8.0,,0.0,0.0,5834.0,0.0,46672.0,2022-06-12,11.0,NO
702696,TUBO ENDOTRAQUEAL 7.5 C/BL,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,20.9,1.0,0.23,1.73,6.54,10.0,,0.0,0.0,5402.0,0.0,54020.0,2022-06-06,5.0,NO
702697,TUBO ENDOTRAQUEAL 7.0 C/BL ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,3.32,1.0,0.23,0.3,1.06,7.0,,0.0,0.0,6156.0,0.0,43092.0,2022-07-25,54.0,NO
702698,TUBO ENDOTRAQUEAL 6.5 C/BL,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.92,1.0,0.23,0.17,0.38,3.0,,0.0,0.0,4586.0,0.0,13758.0,2022-08-27,87.0,NO
702703,TUBO ENDOTRAQUEAL 4.0 S/BL,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,2.8,1.0,0.23,0.08,0.72,4.0,,0.0,0.0,6270.0,0.0,25080.0,2022-07-06,36.0,NO
702704,TUBO ENDOTRAQUEAL 3.5 S/BL    ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,4.05,1.0,0.23,0.41,1.34,1.0,,0.0,0.0,7008.0,0.0,7008.0,2022-06-01,0.0,SI
702705,TUBO ENDOTRAQUEAL 3.0 S/BL,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,2.75,1.0,0.23,0.52,1.15,2.0,,0.0,0.0,6939.0,0.0,13878.0,2022-06-10,9.0,NO
702706,TUBO ENDOTRAQUEAL 2.5 S/BL ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.55,1.0,0.23,0.07,0.2,12.0,,0.0,0.0,8188.0,0.0,98256.0,2024-03-15,653.0,NO
702707,TUBO ENDOTRAQUEAL 2.0 S/BL,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,4.0,,0.0,0.0,4875.0,0.0,19500.0,,,NO
702713,TUBO ENDOTRAQUEAL 5.5 C/BL,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.92,1.0,0.23,0.17,0.38,,,,,,,,,,NO
702715,"ENOXAPARINA 40MG/0,4ML SOL. INYECTABLE ",MEDICAMENTOS,JC,CRUZ VERDE,A,Baja,Media móvil,2284.45,0.6,0.13,7.35,307.79,100.0,,0.0,0.0,15796.0,0.0,1579600.0,2022-06-01,0.0,SI
702869,MASCARA P/TRAQUEOSTOMIA ADULTO - 1075,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,9.33,1.0,0.23,0.37,2.52,8.0,,0.0,0.0,6042.0,0.0,48336.0,2022-06-18,18.0,NO
703178,CLORURO DE SODIO 9% SOL. INYECTABLE x 250ML,MEDICAMENTOS,FRESENIUS,BAXTER,A,Baja,Media móvil,1051.15,0.6,0.13,5.55,143.79,259.0,,0.0,0.0,1360.0,0.0,352240.0,2022-06-04,3.0,NO
703179,HARTMAN SOLUCION INYECTABLE 500 ML,MEDICAMENTOS,FRESENIUS,CURZ VERDE,A,Baja,Regresión Lineal,798.42,0.6,0.13,93.94,198.94,28.0,,0.0,0.0,1460.0,0.0,40880.0,2022-06-01,0.0,SI
703180,CLORURO DE SODIO 9% SOL. INYECTABLE x 500ML,MEDICAMENTOS,FRESENIUS,BAXTER,A,Baja,Media móvil,2440.37,0.6,0.13,3.5,324.44,94.0,,0.0,0.0,1459.0,0.0,137146.0,2022-06-01,0.0,SI
703187,CANISTER 1100ML,DISPOSITIVOS MEDICO,,,C,Baja,Regresión Lineal,14.57,1.0,0.23,2.37,5.72,10.0,,0.0,0.0,816535.0,0.0,8165350.0,2022-06-09,9.0,NO
703366,URGOTUL AG 10X12CM,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,,,,,,,,,,NO
703609,BRAZALETE NEO/5,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,4.0,,0.0,0.0,16927.0,0.0,67708.0,2024-01-22,600.0,NO
703645,NIFEDIPINO CÁPSULA 30MG,MEDICAMENTOS,,,A,Baja,XGBoost,1538.82,1.0,0.23,58.29,412.45,268.0,,9.0,9.0,63.5,571.5,17018.0,2022-06-01,0.0,SI
703652,URSODEOXICOLICO ACIDO TABLETA 300MG,MEDICAMENTOS,SOLINSA,EVEDISA,C,Alta,XGBoost,15.94,1.7,0.39,3.62,9.91,25.0,,0.0,0.0,1215.0,0.0,30375.0,2022-06-29,29.0,NO
703654,OXIDO DE ZINC  5G/CALAMINA 5G /CREMA TÓPICA 5%/60G,MEDICAMENTOS,SOLINSA,CRUZ VERDE,C,Media,Regresión Lineal,9.91,1.7,0.39,1.34,5.25,10.0,,0.0,0.0,15033.0,0.0,150330.0,2022-06-15,15.0,NO
703665,KIT MICRONEBULIZADOR PEDIATRICO,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,2.79,1.0,0.23,0.16,0.8,3.0,,0.0,0.0,3473.0,0.0,10419.0,2022-06-25,24.0,NO
703668,VALPROICO ÁCIDO 500MG/5 ML SOL. INYECTABLE,MEDICAMENTOS,,,B,Media,Media móvil,251.36,1.0,0.23,7.84,65.69,49.0,,0.0,0.0,6134.5,0.0,300590.5,2022-06-01,0.0,SI
703672,ASCORBICO ACIDO 500MG TABLETA  (VITAMINA C),MEDICAMENTOS,SOLINSA,EVEDISA,A,Media,Media móvil,1034.22,1.7,0.39,73.44,481.49,579.0,,7.0,0.0,78.0,0.0,45162.0,2022-06-03,3.0,NO
703686,CARBONATO DE LITIO 300MG TABLETA ,MEDICAMENTOS,,,C,Alta,XGBoost,0.14,1.0,0.23,0.01,0.05,13.0,,3.0,0.0,170.0,0.0,2210.0,2029-12-11,2751.0,NO
703694,DOMPERIDONA 10MG TABLETA ,MEDICAMENTOS,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2022-06-01,0.0,SI
703708,REMIFENTANIL POLVO LIOFILIZADO 2MG ,CONTROLADOS,COBO MEDICAL,SOLINSA,C,Alta,XGBoost,0.2,1.1,0.26,0.08,0.13,224.0,,0.0,0.0,4817.0,0.0,1079008.0,2115-09-14,34073.0,NO
703723,CLORURO DE SODIO 9% SOL. INYECTABLE x 100ML,MEDICAMENTOS,FRESENIUS,BAXTER,A,Baja,XGBoost,7845.11,0.6,0.13,81.48,1113.22,909.0,,0.0,0.0,1156.0,0.0,1050804.0,2022-06-01,0.0,SI
703730,S/TRACH-CARE 14FR/ 4445P02514  CORTA ,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,29.23,1.0,0.23,1.18,7.91,7.0,,0.0,0.0,59743.0,0.0,418201.0,2022-06-01,0.0,SI
703735,CLORURO DE SODIO 9% SOL. INYECTABLE x 1000ML,MEDICAMENTOS,FRESENIUS,BAXTER,A,Baja,Media móvil,1073.04,0.6,0.13,9.39,150.51,62.0,,0.0,0.0,2265.0,0.0,140430.0,2022-06-01,0.0,SI
703754,MORFINA 10MG/1ML SOL. INYECTABLE,CONTROLADOS,SECRETARIA DE SALUD,WORLD MEDICAL,B,Baja,Regresión Lineal,194.46,1.1,0.26,44.66,95.81,455.0,,0.0,0.0,2395.0,0.0,1089725.0,2022-07-27,56.0,NO
703755,MORFINA SOLUCION ORAL 30MG/ML x 30ML,CONTROLADOS,SECRETARIA DE SALUD,WORLD MEDICAL,C,Alta,Regresión Lineal,0.0,1.1,0.26,0.0,0.0,5.0,,0.0,0.0,35845.0,0.0,179225.0,,,NO
703775,HARTMAN SOLUCION INYECTABLE 1000 ML,MEDICAMENTOS,FRESENIUS,BAXTER,A,Baja,Regresión Lineal,1684.4,0.6,0.13,164.06,385.58,35.0,,0.0,0.0,2262.0,0.0,79170.0,2022-06-01,0.0,SI
703782,HIDROMORFONA 2MG/1ML SOL. INYECTABLE,MEDICAMENTOS,SECRETARIA DE SALUD,WORLD MEDICAL,B,Media,XGBoost,164.16,1.1,0.26,2.73,45.91,478.0,,0.0,0.0,2192.0,0.0,1047776.0,2022-08-20,80.0,NO
703789,RISPERIDONA 1 MG TABLETA ,MEDICAMENTOS,,,C,Media,Media móvil,25.14,1.0,0.23,1.29,7.07,28.0,,2.0,0.0,260.0,0.0,7280.0,2022-06-26,25.0,NO
704102,HIERRO SACAROSA SOL. INYECTABLE 100MG/5ML,MEDICAMENTOS,,,C,Baja,XGBoost,30.21,1.0,0.23,0.77,7.73,7.0,,0.0,0.0,4075.0,0.0,28525.0,2022-06-01,0.0,SI
704205,"METOTREXATE TABLETA 2,5MG",MEDICAMENTOS,JC,SOLINSA,C,Media,Regresión Lineal,17.29,1.4,0.33,8.05,13.74,21.0,,2.0,0.0,227.0,0.0,4767.0,2022-06-13,13.0,NO
704252,CASPOFUNGINA 50MG POLVO LIOFILIZADO ,MEDICAMENTOS,COBO MEDICAL,EVEDISA,C,Baja,Media móvil,43.75,0.7,0.16,0.33,7.53,22.0,,0.0,0.0,327909.0,0.0,7213998.0,2022-06-11,10.0,NO
704256,CLORURO DE SODIO 9% SOL. INYECTABLE x 50ML,MEDICAMENTOS,FRESENIUS,BAXTER,A,Baja,Media móvil,983.1,0.6,0.13,10.8,140.09,57.0,,0.0,0.0,1377.0,0.0,78489.0,2022-06-01,0.0,SI
704292,FOSFOMICINA GRANULOS PARA SUSPENCIÓN ORAL 3G,MEDICAMENTOS,,,C,Alta,XGBoost,1.69,1.0,0.23,0.12,0.51,5.0,,0.0,0.0,27522.0,0.0,137610.0,2022-08-20,81.0,NO
704298,CONDON  S/LUBRICAR X 3 ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,2.81,1.0,0.23,0.27,0.92,5.0,,3.0,0.0,184.0,0.0,920.0,2022-07-15,44.0,NO
704308,ALGODON LAMINADO 3X5 ,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.27,1.0,0.23,0.11,0.17,0.0,,,0.17,0.0,0.0,0.0,2022-06-01,0.0,SI
704336,CIPROFLOXACINO SOLUCIÓN OFTÁLMICA 0.3% x 10 ML ,MEDICAMENTOS,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,,,,,,,,,,NO
704346,ACICLOVIR UNGÜENTO TOPICO 5% x 15 GRAMOS,MEDICAMENTOS,,,C,Alta,XGBoost,0.6,1.0,0.23,0.07,0.21,0.0,,,0.21,0.0,0.0,0.0,2022-06-01,0.0,SI
704381,BOLSA OSTOMIA OP/38MM ,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,2.0,,0.0,0.0,8765.0,0.0,17530.0,2023-03-18,291.0,NO
704417,"EPOPROSTENOL TERMOESTABLE 1.5 MG POLVO LIOFILIZADO 1,5MG",MEDICAMENTOS,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,,,,,,,,,,NO
704444,"PULMOCARE SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML)) ALIMENTO PARA PROPÓSITO",NUTRICION,ABBOTT,ALLERS,B,Media,Media móvil,434.06,0.7,0.16,3.51,74.87,88.0,,0.0,0.0,10138.0,0.0,892144.0,2022-06-01,1.0,NO
705183,AGUJA BIOPSIA MEDULA OSEA  DBMNJ1104TL RP-M,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,1.66,1.0,0.23,0.06,0.44,3.0,,0.0,0.0,147059.0,0.0,441177.0,2022-07-18,47.0,NO
705294,ELECTRODO BIPOLAR  6FRX110X10 AI-06210,MEDICAMENTOS,,,C,Media,Media móvil,0.89,1.0,0.23,0.12,0.33,2.0,,0.0,0.0,362908.0,0.0,725816.0,2022-07-28,57.0,NO
705297,PIRIDOXINA CÁPSULA 50MG (VITAMINA B6),MEDICAMENTOS,,,C,Baja,Regresión Lineal,104.19,1.0,0.23,18.83,42.81,38.0,,10.0,4.81,55.0,264.54,2090.0,2022-06-01,0.0,SI
705353,FLUCONAZOL 50 MG/5ML SUSPENSION ,MEDICAMENTOS,SOLINSA,CRUZ VERDE,C,Alta,XGBoost,2.92,1.7,0.39,0.38,1.53,2.0,,0.0,0.0,7156.0,0.0,14312.0,2022-06-05,5.0,NO
